MEMS_SN__PARENT_SN,242_m1_Delta_F,242_m1_F_AC_peak,242_m1_F_BD_peak,242_m1_LED_1.8_PD_A,242_m1_LED_1.8_PD_B,242_m1_LED_1.8_PD_C,242_m1_LED_1.8_PD_D,242_m1_SNR_PD_A,242_m1_SNR_PD_B,242_m1_SNR_PD_C,242_m1_SNR_PD_D,242_m1_THD_PD_A,242_m1_Z_AC_peak,242_m1_Z_BD_peak,242_m1_lin_R2_PD_A,242_m1_lin_R2_PD_B,242_m1_lin_R2_PD_C,242_m1_lin_R2_PD_D,242_m1_lin_gain_PD_A,242_m1_lin_gain_PD_B,242_m1_lin_gain_PD_C,242_m1_lin_gain_PD_D,242_m1_min_IV_AC,242_m1_min_IV_BD,242_m1_sync_error,242_m2_Delta_F,242_m2_F_AC_peak,242_m2_F_BD_peak,242_m2_LED_1.8_PD_A,242_m2_LED_1.8_PD_B,242_m2_LED_1.8_PD_C,242_m2_LED_1.8_PD_D,242_m2_SNR_PD_A,242_m2_SNR_PD_B,242_m2_SNR_PD_C,242_m2_SNR_PD_D,242_m2_THD_PD_A,242_m2_Z_AC_peak,242_m2_Z_BD_peak,242_m2_lin_R2_PD_A,242_m2_lin_R2_PD_B,242_m2_lin_R2_PD_C,242_m2_lin_R2_PD_D,242_m2_lin_gain_PD_A,242_m2_lin_gain_PD_B,242_m2_lin_gain_PD_C,242_m2_lin_gain_PD_D,242_m2_min_IV_AC,242_m2_min_IV_BD,242_m2_sync_error,242_m3_Delta_F,242_m3_F_AC_peak,242_m3_F_BD_peak,242_m3_LED_1.8_PD_A,242_m3_LED_1.8_PD_B,242_m3_LED_1.8_PD_C,242_m3_LED_1.8_PD_D,242_m3_SNR_PD_A,242_m3_SNR_PD_B,242_m3_SNR_PD_C,242_m3_SNR_PD_D,242_m3_THD_PD_A,242_m3_THD_PD_B,242_m3_THD_PD_C,242_m3_THD_PD_D,242_m3_Z_AC_peak,242_m3_Z_BD_peak,242_m3_feedback_delay,242_m3_internal_delay_diff,242_m3_lin_R2_PD_A,242_m3_lin_R2_PD_B,242_m3_lin_R2_PD_C,242_m3_lin_R2_PD_D,242_m3_lin_gain_PD_A,242_m3_lin_gain_PD_B,242_m3_lin_gain_PD_C,242_m3_lin_gain_PD_D,242_m3_min_IV_AC,242_m3_min_IV_BD,242_m3_sync_error,242_m4_Delta_F,242_m4_F_AC_peak,242_m4_F_BD_peak,242_m4_LED_1.8_PD_A,242_m4_LED_1.8_PD_B,242_m4_LED_1.8_PD_C,242_m4_LED_1.8_PD_D,242_m4_SNR_PD_A,242_m4_SNR_PD_B,242_m4_SNR_PD_C,242_m4_SNR_PD_D,242_m4_THD_PD_A,242_m4_Z_AC_peak,242_m4_Z_BD_peak,242_m4_lin_R2_PD_A,242_m4_lin_R2_PD_B,242_m4_lin_R2_PD_C,242_m4_lin_R2_PD_D,242_m4_lin_gain_PD_A,242_m4_lin_gain_PD_B,242_m4_lin_gain_PD_C,242_m4_lin_gain_PD_D,242_m4_min_IV_AC,242_m4_min_IV_BD,242_m4_sync_error,242_tolerance,242_agg_meah,250_RESULT
SN590,15.6536735,315.489969,321.133013,1.559762383,1.377327515,1.406092311,1.590201804,33.80602999,31.87159546,32.26859867,33.47607538,-42.08357441,6665.215088,6504.933088,1.000129004,1.000020546,1.000001111,1.000000936,0.8511879557,0.7267438243,0.7550997248,0.8712915412,-1.45E-08,-1.5E-08,-0.1945244011,3.31950887,323.497689,318.9289186,1.786373468,1.586304834,1.819527093,1.987615933,36.70325749,34.40965326,36.12223122,37.71142949,-42.42379214,7299.811496,6685.878197,1.005050567,1.006845451,1.005732183,1.00689304,1.066015616,0.8866205366,1.052179872,1.197201971,-9.31E-09,-9.4E-09,-0.1945244011,12.71174788,314.8700877,311.7746632,1.169856358,1.128993201,1.448433044,1.58131671,31.60738867,31.38525402,32.71582,33.12480952,-44.55677334,-44.6923879,-43.81058103,-43.78210118,7382.263616,7263.067484,2.055490384,0.0967405938,0.9999284547,0.9993094004,0.9995160096,0.9996603797,0.5950123189,0.5546296704,0.787677807,0.853604144,-9.7E-09,-9.04E-09,-0.1945244011,9.683907759,321.7524454,314.2806845,1.276140567,1.328090745,1.575469283,1.505211391,31.14662112,31.32438803,33.2372526,33.7257358,-42.39179467,6543.021428,-4.56637E+35,0.999618974,0.9997612731,0.9997943075,0.9995599884,0.6813096085,0.6870522432,0.8744144552,0.8309124904,-1.12E-08,-1.26E-08,-0.1945244011,0.6998328118,0.9604377218,Failed
SN591,15.67230286,315.4890352,321.1401234,1.56008387,1.377334444,1.406185083,1.590584407,33.80619382,31.86930763,32.2669214,33.47633189,-42.08596789,6668.920883,6508.616706,1.000129642,1.000020981,1.000001585,1.000001319,0.851374214,0.7267167153,0.7551418866,0.8715161403,-1.45E-08,-1.5E-08,-0.1951869036,3.318769016,323.5060103,318.9343442,1.787128254,1.58678814,1.820372623,1.988651728,36.70839311,34.41184239,36.12701352,37.71827053,-42.42564105,7304.682813,6689.926297,1.005059236,1.006856978,1.005741945,1.006904726,1.066594363,0.8869497224,1.052761221,1.197962463,-9.3E-09,-9.38E-09,-0.1951869036,12.72502369,314.8664106,311.7703959,1.169623471,1.128658473,1.448553974,1.581642564,31.60422587,31.38174926,32.71454566,33.12421702,-44.56256546,-44.69837887,-43.81591722,-43.78749348,7387.342019,7268.077508,2.052936064,0.09664971804,0.9999287585,0.9993088055,0.9995157022,0.9996602834,0.5948371105,0.5543685624,0.7877472943,0.8537783533,-9.68E-09,-9.02E-09,-0.1951869036,9.691555689,321.7573611,314.28028,1.27608843,1.328102079,1.575820737,1.505437809,31.1435838,31.32141784,33.23689068,33.72579618,-42.39403382,6546.985822,-4.57394E+35,0.9996189104,0.9997612971,0.9997944393,0.9995598046,0.681277179,0.6870189074,0.8746389797,0.8310639381,-1.12E-08,-1.26E-08,-0.1951869036,0.8215567677,10.78978248,Passed
SN592,15.69093222,315.4881014,321.1472337,1.560405358,1.377341373,1.406277855,1.59096701,33.80635764,31.8670198,32.26524413,33.47658839,-42.08836138,6672.626678,6512.300324,1.00013028,1.000021415,1.000002059,1.000001702,0.8515604722,0.7266896063,0.7551840484,0.8717407395,-1.45E-08,-1.5E-08,-0.195849406,3.318029162,323.5143316,318.9397698,1.787883039,1.587271446,1.821218154,1.989687524,36.71352873,34.41403152,36.13179582,37.72511157,-42.42748996,7309.55413,6693.974397,1.005067905,1.006868505,1.005751708,1.006916412,1.06717311,0.8872789083,1.05334257,1.198722954,-9.28E-09,-9.36E-09,-0.195849406,12.7382995,314.8627335,311.7661285,1.169390584,1.128323746,1.448674903,1.581968418,31.60106307,31.37824449,32.71327133,33.12362453,-44.56835758,-44.70436983,-43.82125341,-43.79288579,7392.420422,7273.087531,2.050381745,0.09655884228,0.9999290623,0.9993082105,0.9995153948,0.999660187,0.594661902,0.5541074544,0.7878167816,0.8539525626,-9.67E-09,-9.01E-09,-0.195849406,9.699203618,321.7622769,314.2798754,1.276036294,1.328113413,1.576172191,1.505664228,31.14054648,31.31844764,33.23652876,33.72585657,-42.39627296,6550.950215,-4.5815E+35,0.9996188467,0.9997613211,0.999794571,0.9995596208,0.6812447495,0.6869855716,0.8748635043,0.8312153859,-1.12E-08,-1.26E-08,-0.195849406,10.36438379,0.6657538965,Failed
SN593,15.70956157,315.4871676,321.1543441,1.560726845,1.377348302,1.406370626,1.591349612,33.80652147,31.86473197,32.26356686,33.47684489,-42.09075486,6676.332473,6515.983942,1.000130919,1.00002185,1.000002533,1.000002084,0.8517467305,0.7266624973,0.7552262103,0.8719653386,-1.45E-08,-1.5E-08,-0.1965119085,3.317289308,323.5226528,318.9451954,1.788637825,1.587754752,1.822063684,1.990723319,36.71866434,34.41622065,36.13657813,37.73195261,-42.42933886,7314.425446,6698.022496,1.005076574,1.006880032,1.005761471,1.006928098,1.067751856,0.8876080941,1.053923919,1.199483446,-9.26E-09,-9.34E-09,-0.1965119085,12.75157531,314.8590564,311.7618612,1.169157697,1.127989018,1.448795833,1.582294273,31.59790028,31.37473973,32.71199699,33.12303203,-44.57414971,-44.7103608,-43.82658959,-43.79827809,7397.498824,7278.097555,2.047827426,0.09646796653,0.9999293662,0.9993076155,0.9995150874,0.9996600906,0.5944866936,0.5538463464,0.7878862688,0.8541267718,-9.65E-09,-8.99E-09,-0.1965119085,9.706851547,321.7671926,314.2794709,1.275984158,1.328124746,1.576523645,1.505890647,31.13750917,31.31547745,33.23616683,33.72591696,-42.39851211,6554.914609,-4.58906E+35,0.999618783,0.9997613451,0.9997947028,0.999559437,0.68121232,0.6869522358,0.8750880288,0.8313668336,-1.11E-08,-1.26E-08,-0.1965119085,10.40683777,10.63559751,Passed
SN594,15.72819093,315.4862337,321.1614544,1.561048332,1.377355231,1.406463398,1.591732215,33.8066853,31.86244415,32.2618896,33.4771014,-42.09314834,6680.038268,6519.66756,1.000131557,1.000022285,1.000003007,1.000002467,0.8519329888,0.7266353883,0.7552683721,0.8721899378,-1.45E-08,-1.5E-08,-0.197174411,3.316549454,323.5309741,318.950621,1.789392611,1.588238059,1.822909215,1.991759114,36.72379996,34.41840978,36.14136043,37.73879365,-42.43118777,7319.296763,6702.070596,1.005085243,1.006891559,1.005771234,1.006939784,1.068330603,0.8879372799,1.054505268,1.200243938,-9.25E-09,-9.33E-09,-0.197174411,12.76485111,314.8553793,311.7575939,1.16892481,1.127654291,1.448916763,1.582620127,31.59473748,31.37123497,32.71072265,33.12243953,-44.57994183,-44.71635177,-43.83192578,-43.80367039,7402.577227,7283.107579,2.045273107,0.09637709077,0.99992967,0.9993070206,0.99951478,0.9996599942,0.5943114852,0.5535852384,0.7879557561,0.8543009811,-9.64E-09,-8.97E-09,-0.197174411,9.714499476,321.7721083,314.2790663,1.275932021,1.32813608,1.576875099,1.506117065,31.13447185,31.31250726,33.23580491,33.72597734,-42.40075126,6558.879002,-4.59662E+35,0.9996187193,0.9997613692,0.9997948345,0.9995592533,0.6811798904,0.6869189,0.8753125533,0.8315182813,-1.11E-08,-1.26E-08,-0.197174411,10.8570352,0.2329066931,Failed
SN595,15.74682029,315.4852999,321.1685648,1.56136982,1.377362161,1.40655617,1.592114818,33.80684912,31.86015632,32.26021233,33.4773579,-42.09554182,6683.744063,6523.351178,1.000132195,1.000022719,1.000003481,1.00000285,0.852119247,0.7266082793,0.755310534,0.8724145369,-1.44E-08,-1.5E-08,-0.1978369134,3.3158096,323.5392954,318.9560466,1.790147396,1.588721365,1.823754745,1.992794909,36.72893558,34.42059891,36.14614273,37.74563468,-42.43303667,7324.16808,6706.118696,1.005093912,1.006903086,1.005780997,1.00695147,1.06890935,0.8882664657,1.055086617,1.201004429,-9.23E-09,-9.31E-09,-0.1978369134,12.77812692,314.8517022,311.7533266,1.168691923,1.127319563,1.449037692,1.582945982,31.59157468,31.3677302,32.70944831,33.12184703,-44.58573395,-44.72234274,-43.83726197,-43.80906269,7407.65563,7288.117602,2.042718788,0.09628621501,0.9999299738,0.9993064256,0.9995144726,0.9996598978,0.5941362767,0.5533241304,0.7880252434,0.8544751904,-9.62E-09,-8.96E-09,-0.1978369134,9.722147406,321.7770241,314.2786617,1.275879885,1.328147414,1.577226553,1.506343484,31.13143454,31.30953707,33.23544299,33.72603773,-42.40299041,6562.843395,-4.60418E+35,0.9996186557,0.9997613932,0.9997949662,0.9995590695,0.6811474609,0.6868855642,0.8755370779,0.8316697291,-1.11E-08,-1.25E-08,-0.1978369134,0.621829175,0.322783808,Passed
SN596,15.76544965,315.4843661,321.1756752,1.561691307,1.37736909,1.406648941,1.59249742,33.80701295,31.85786849,32.25853506,33.4776144,-42.0979353,6687.449858,6527.034796,1.000132833,1.000023154,1.000003955,1.000003233,0.8523055053,0.7265811703,0.7553526958,0.8726391361,-1.44E-08,-1.5E-08,-0.1984994159,3.315069746,323.5476167,318.9614722,1.790902182,1.589204671,1.824600276,1.993830705,36.73407119,34.42278804,36.15092503,37.75247572,-42.43488558,7329.039396,6710.166796,1.00510258,1.006914613,1.00579076,1.006963156,1.069488096,0.8885956515,1.055667966,1.201764921,-9.21E-09,-9.29E-09,-0.1984994159,12.79140273,314.8480251,311.7490592,1.168459037,1.126984836,1.449158622,1.583271836,31.58841188,31.36422544,32.70817398,33.12125453,-44.59152608,-44.7283337,-43.84259816,-43.81445499,7412.734032,7293.127626,2.040164468,0.09619533925,0.9999302776,0.9993058306,0.9995141652,0.9996598014,0.5939610683,0.5530630224,0.7880947307,0.8546493996,-9.61E-09,-8.94E-09,-0.1984994159,9.729795335,321.7819398,314.2782572,1.275827748,1.328158748,1.577578007,1.506569903,31.12839722,31.30656688,33.23508107,33.72609812,-42.40522956,6566.807789,-4.61174E+35,0.999618592,0.9997614172,0.999795098,0.9995588857,0.6811150314,0.6868522284,0.8757616024,0.8318211768,-1.11E-08,-1.25E-08,-0.1984994159,10.85352037,0.9995330916,Failed
SN597,15.78407901,315.4834323,321.1827855,1.562012794,1.377376019,1.406741713,1.592880023,33.80717678,31.85558067,32.25685779,33.47787091,-42.10032878,6691.155653,6530.718414,1.000133472,1.000023589,1.000004429,1.000003616,0.8524917636,0.7265540613,0.7553948577,0.8728637352,-1.44E-08,-1.5E-08,-0.1991619184,3.314329892,323.555938,318.9668978,1.791656967,1.589687977,1.825445806,1.9948665,36.73920681,34.42497717,36.15570733,37.75931676,-42.43673449,7333.910713,6714.214896,1.005111249,1.00692614,1.005800523,1.006974842,1.070066843,0.8889248373,1.056249315,1.202525413,-9.2E-09,-9.27E-09,-0.1991619184,12.80467854,314.844348,311.7447919,1.16822615,1.126650109,1.449279551,1.583597691,31.58524909,31.36072068,32.70689964,33.12066203,-44.5973182,-44.73432467,-43.84793435,-43.81984729,7417.812435,7298.13765,2.037610149,0.09610446349,0.9999305815,0.9993052357,0.9995138578,0.999659705,0.5937858599,0.5528019145,0.788164218,0.8548236089,-9.59E-09,-8.92E-09,-0.1991619184,9.737443264,321.7868555,314.2778526,1.275775612,1.328170082,1.577929461,1.506796321,31.1253599,31.30359669,33.23471915,33.7261585,-42.40746871,6570.772182,-4.6193E+35,0.9996185283,0.9997614412,0.9997952297,0.9995587019,0.6810826019,0.6868188926,0.8759861269,0.8319726246,-1.11E-08,-1.25E-08,-0.1991619184,0.1637507652,0.8471583503,Passed
SN598,15.80270836,315.4824984,321.1898959,1.562334282,1.377382948,1.406834485,1.593262626,33.8073406,31.85329284,32.25518053,33.47812741,-42.10272227,6694.861448,6534.402032,1.00013411,1.000024023,1.000004903,1.000003999,0.8526780218,0.7265269523,0.7554370195,0.8730883344,-1.44E-08,-1.5E-08,-0.1998244208,3.313590038,323.5642592,318.9723234,1.792411753,1.590171283,1.826291337,1.995902295,36.74434243,34.4271663,36.16048963,37.7661578,-42.43858339,7338.78203,6718.262995,1.005119918,1.006937667,1.005810285,1.006986529,1.07064559,0.8892540231,1.056830664,1.203285904,-9.18E-09,-9.25E-09,-0.1998244208,12.81795435,314.8406709,311.7405246,1.167993263,1.126315381,1.449400481,1.583923545,31.58208629,31.35721591,32.7056253,33.12006953,-44.60311032,-44.74031564,-43.85327053,-43.82523959,7422.890838,7303.147673,2.03505583,0.09601358774,0.9999308853,0.9993046407,0.9995135504,0.9996596086,0.5936106515,0.5525408065,0.7882337052,0.8549978182,-9.58E-09,-8.91E-09,-0.1998244208,9.745091193,321.7917713,314.277448,1.275723476,1.328181415,1.578280915,1.50702274,31.12232259,31.3006265,33.23435723,33.72621889,-42.40970785,6574.736575,-4.62687E+35,0.9996184647,0.9997614652,0.9997953615,0.9995585182,0.6810501724,0.6867855568,0.8762106515,0.8321240723,-1.11E-08,-1.25E-08,-0.1998244208,10.80957037,0.1241178023,Failed
SN599,15.82133772,315.4815646,321.1970062,1.562655769,1.377389877,1.406927256,1.593645229,33.80750443,31.85100501,32.25350326,33.47838392,-42.10511575,6698.567243,6538.08565,1.000134748,1.000024458,1.000005377,1.000004382,0.8528642801,0.7264998433,0.7554791814,0.8733129335,-1.44E-08,-1.49E-08,-0.2004869233,3.312850184,323.5725805,318.977749,1.793166539,1.59065459,1.827136867,1.99693809,36.74947804,34.42935543,36.16527194,37.77299884,-42.4404323,7343.653346,6722.311095,1.005128587,1.006949194,1.005820048,1.006998215,1.071224336,0.889583209,1.057412013,1.204046396,-9.16E-09,-9.24E-09,-0.2004869233,12.83123015,314.8369938,311.7362573,1.167760376,1.125980654,1.44952141,1.5842494,31.57892349,31.35371115,32.70435097,33.11947703,-44.60890245,-44.74630661,-43.85860672,-43.83063189,7427.969241,7308.157697,2.032501511,0.09592271198,0.9999311891,0.9993040458,0.999513243,0.9996595122,0.593435443,0.5522796985,0.7883031925,0.8551720275,-9.57E-09,-8.89E-09,-0.2004869233,9.752739122,321.796687,314.2770435,1.275671339,1.328192749,1.578632369,1.507249159,31.11928527,31.29765631,33.2339953,33.72627928,-42.411947,6578.700969,-4.63443E+35,0.999618401,0.9997614892,0.9997954932,0.9995583344,0.6810177429,0.686752221,0.876435176,0.8322755201,-1.11E-08,-1.25E-08,-0.2004869233,0.7506693187,0.3708190526,Failed
SN600,15.83996708,315.4806308,321.2041166,1.562977257,1.377396806,1.407020028,1.594027831,33.80766826,31.84871719,32.25182599,33.47864042,-42.10750923,6702.273037,6541.769268,1.000135386,1.000024893,1.00000585,1.000004764,0.8530505383,0.7264727343,0.7555213432,0.8735375327,-1.44E-08,-1.49E-08,-0.2011494258,3.31211033,323.5809018,318.9831746,1.793921324,1.591137896,1.827982398,1.997973885,36.75461366,34.43154456,36.17005424,37.77983988,-42.44228121,7348.524663,6726.359195,1.005137256,1.006960721,1.005829811,1.007009901,1.071803083,0.8899123948,1.057993362,1.204806888,-9.15E-09,-9.22E-09,-0.2011494258,12.84450596,314.8333167,311.73199,1.167527489,1.125645926,1.44964234,1.584575254,31.5757607,31.35020639,32.70307663,33.11888453,-44.61469457,-44.75229757,-43.86394291,-43.83602419,7433.047643,7313.167721,2.029947192,0.09583183622,0.9999314929,0.9993034508,0.9995129356,0.9996594158,0.5932602346,0.5520185905,0.7883726798,0.8553462367,-9.55E-09,-8.87E-09,-0.2011494258,9.760387052,321.8016027,314.2766389,1.275619203,1.328204083,1.578983823,1.507475577,31.11624795,31.29468612,33.23363338,33.72633966,-42.41418615,6582.665362,-4.64199E+35,0.9996183373,0.9997615132,0.9997956249,0.9995581506,0.6809853134,0.6867188852,0.8766597005,0.8324269678,-1.11E-08,-1.25E-08,-0.2011494258,0.7792760845,10.45672767,Failed
SN601,15.85859644,315.479697,321.2112269,1.563298744,1.377403736,1.4071128,1.594410434,33.80783208,31.84642936,32.25014872,33.47889692,-42.10990271,6705.978832,6545.452886,1.000136025,1.000025328,1.000006324,1.000005147,0.8532367966,0.7264456253,0.7555635051,0.8737621318,-1.44E-08,-1.49E-08,-0.2018119282,3.311370476,323.5892231,318.9886002,1.79467611,1.591621202,1.828827928,1.999009681,36.75974928,34.4337337,36.17483654,37.78668091,-42.44413011,7353.39598,6730.407295,1.005145925,1.006972248,1.005839574,1.007021587,1.07238183,0.8902415806,1.058574711,1.205567379,-9.13E-09,-9.2E-09,-0.2018119282,12.85778177,314.8296396,311.7277226,1.167294602,1.125311199,1.44976327,1.584901108,31.5725979,31.34670162,32.70180229,33.11829204,-44.62048669,-44.75828854,-43.8692791,-43.84141649,7438.126046,7318.177745,2.027392872,0.09574096046,0.9999317968,0.9993028558,0.9995126281,0.9996593194,0.5930850262,0.5517574825,0.7884421671,0.855520446,-9.54E-09,-8.86E-09,-0.2018119282,9.768034981,321.8065185,314.2762343,1.275567066,1.328215417,1.579335278,1.507701996,31.11321064,31.29171593,33.23327146,33.72640005,-42.4164253,6586.629756,-4.64955E+35,0.9996182736,0.9997615372,0.9997957567,0.9995579668,0.6809528839,0.6866855494,0.876884225,0.8325784156,-1.1E-08,-1.25E-08,-0.2018119282,10.0932484,10.15734634,Passed
SN602,15.8772258,315.4787631,321.2183373,1.563620231,1.377410665,1.407205572,1.594793037,33.80799591,31.84414153,32.24847145,33.47915343,-42.11229619,6709.684627,6549.136505,1.000136663,1.000025762,1.000006798,1.00000553,0.8534230549,0.7264185163,0.7556056669,0.873986731,-1.44E-08,-1.49E-08,-0.2024744307,3.310630622,323.5975443,318.9940257,1.795430895,1.592104508,1.829673459,2.000045476,36.76488489,34.43592283,36.17961884,37.79352195,-42.44597902,7358.267296,6734.455395,1.005154593,1.006983775,1.005849337,1.007033273,1.072960576,0.8905707664,1.05915606,1.206327871,-9.11E-09,-9.18E-09,-0.2024744307,12.87105758,314.8259625,311.7234553,1.167061716,1.124976471,1.449884199,1.585226963,31.5694351,31.34319686,32.70052796,33.11769954,-44.62627882,-44.76427951,-43.87461528,-43.84680879,7443.204449,7323.187768,2.024838553,0.09565008471,0.9999321006,0.9993022609,0.9995123207,0.999659223,0.5929098177,0.5514963745,0.7885116544,0.8556946553,-9.52E-09,-8.84E-09,-0.2024744307,9.77568291,321.8114342,314.2758298,1.27551493,1.328226751,1.579686732,1.507928415,31.11017332,31.28874573,33.23290954,33.72646044,-42.41866445,6590.594149,-4.65711E+35,0.99961821,0.9997615613,0.9997958884,0.9995577831,0.6809204544,0.6866522136,0.8771087496,0.8327298633,-1.1E-08,-1.25E-08,-0.2024744307,0.254558107,10.28145536,Failed
SN603,15.89585515,315.4778293,321.2254477,1.563941719,1.377417594,1.407298343,1.595175639,33.80815974,31.84185371,32.24679419,33.47940993,-42.11468967,6713.390422,6552.820123,1.000137301,1.000026197,1.000007272,1.000005913,0.8536093131,0.7263914073,0.7556478288,0.8742113301,-1.44E-08,-1.49E-08,-0.2031369332,3.309890768,323.6058656,318.9994513,1.796185681,1.592587814,1.830518989,2.001081271,36.77002051,34.43811196,36.18440114,37.80036299,-42.44782792,7363.138613,6738.503494,1.005163262,1.006995302,1.0058591,1.007044959,1.073539323,0.8908999522,1.059737409,1.207088363,-9.1E-09,-9.16E-09,-0.2031369332,12.88433338,314.8222854,311.719188,1.166828829,1.124641744,1.450005129,1.585552817,31.5662723,31.3396921,32.69925362,33.11710704,-44.63207094,-44.77027048,-43.87995147,-43.85220109,7448.282851,7328.197792,2.022284234,0.09555920895,0.9999324044,0.9993016659,0.9995120133,0.9996591266,0.5927346093,0.5512352666,0.7885811416,0.8558688645,-9.51E-09,-8.82E-09,-0.2031369332,9.783330839,321.8163499,314.2754252,1.275462794,1.328238084,1.580038186,1.508154833,31.107136,31.28577554,33.23254762,33.72652082,-42.4209036,6594.558542,-4.66467E+35,0.9996181463,0.9997615853,0.9997960202,0.9995575993,0.6808880249,0.6866188778,0.8773332741,0.832881311,-1.1E-08,-1.24E-08,-0.2031369332,10.31395145,10.03577234,Passed
SN604,15.91448451,315.4768955,321.232558,1.564263206,1.377424523,1.407391115,1.595558242,33.80832357,31.83956588,32.24511692,33.47966643,-42.11708316,6717.096217,6556.503741,1.00013794,1.000026632,1.000007746,1.000006296,0.8537955714,0.7263642983,0.7556899906,0.8744359293,-1.44E-08,-1.49E-08,-0.2037994356,3.309150914,323.6141869,319.0048769,1.796940466,1.593071121,1.831364519,2.002117066,36.77515613,34.44030109,36.18918344,37.80720403,-42.44967683,7368.00993,6742.551594,1.005171931,1.007006828,1.005868863,1.007056645,1.07411807,0.891229138,1.060318758,1.207848854,-9.08E-09,-9.15E-09,-0.2037994356,12.89760919,314.8186083,311.7149207,1.166595942,1.124307016,1.450126058,1.585878672,31.56310951,31.33618734,32.69797928,33.11651454,-44.63786306,-44.77626145,-43.88528766,-43.85759339,7453.361254,7333.207816,2.019729915,0.09546833319,0.9999327082,0.9993010709,0.9995117059,0.9996590302,0.5925594009,0.5509741586,0.7886506289,0.8560430738,-9.49E-09,-8.81E-09,-0.2037994356,9.790978769,321.8212657,314.2750206,1.275410657,1.328249418,1.58038964,1.508381252,31.10409869,31.28280535,33.2321857,33.72658121,-42.42314275,6598.522936,-4.67223E+35,0.9996180826,0.9997616093,0.9997961519,0.9995574155,0.6808555953,0.686585542,0.8775577986,0.8330327588,-1.1E-08,-1.24E-08,-0.2037994356,0.4304378121,0.4255972027,Passed
SN605,15.93311387,315.4759617,321.2396684,1.564584693,1.377431452,1.407483887,1.595940845,33.80848739,31.83727805,32.24343965,33.47992294,-42.11947664,6720.802012,6560.187359,1.000138578,1.000027066,1.00000822,1.000006679,0.8539818297,0.7263371893,0.7557321525,0.8746605284,-1.44E-08,-1.49E-08,-0.2044619381,3.30841106,323.6225082,319.0103025,1.797695252,1.593554427,1.83221005,2.003152861,36.78029174,34.44249022,36.19396574,37.81404507,-42.45152574,7372.881247,6746.599694,1.0051806,1.007018355,1.005878625,1.007068331,1.074696816,0.8915583238,1.060900107,1.208609346,-9.06E-09,-9.13E-09,-0.2044619381,12.910885,314.8149312,311.7106533,1.166363055,1.123972289,1.450246988,1.586204526,31.55994671,31.33268257,32.69670494,33.11592204,-44.64365519,-44.78225241,-43.89062385,-43.86298569,7458.439657,7338.217839,2.017175596,0.09537745743,0.9999330121,0.999300476,0.9995113985,0.9996589338,0.5923841925,0.5507130506,0.7887201162,0.8562172831,-9.48E-09,-8.79E-09,-0.2044619381,9.798626698,321.8261814,314.2746161,1.275358521,1.328260752,1.580741094,1.508607671,31.10106137,31.27983516,33.23182377,33.7266416,-42.42538189,6602.487329,-4.67979E+35,0.999618019,0.9997616333,0.9997962836,0.9995572317,0.6808231658,0.6865522062,0.8777823232,0.8331842065,-1.1E-08,-1.24E-08,-0.2044619381,0.8419273156,0.8321907896,Passed
SN606,15.95174323,315.4750278,321.2467787,1.564906181,1.377438381,1.407576658,1.596323447,33.80865122,31.83499023,32.24176238,33.48017944,-42.12187012,6724.507807,6563.870977,1.000139216,1.000027501,1.000008694,1.000007061,0.8541680879,0.7263100803,0.7557743143,0.8748851275,-1.44E-08,-1.49E-08,-0.2051244406,3.307671206,323.6308295,319.0157281,1.798450038,1.594037733,1.83305558,2.004188657,36.78542736,34.44467935,36.19874805,37.8208861,-42.45337464,7377.752563,6750.647794,1.005189269,1.007029882,1.005888388,1.007080018,1.075275563,0.8918875097,1.061481456,1.209369838,-9.05E-09,-9.11E-09,-0.2051244406,12.92416081,314.8112541,311.706386,1.166130168,1.123637562,1.450367917,1.586530381,31.55678391,31.32917781,32.69543061,33.11532954,-44.64944731,-44.78824338,-43.89596004,-43.86837799,7463.518059,7343.227863,2.014621277,0.09528658167,0.9999333159,0.999299881,0.9995110911,0.9996588375,0.592208984,0.5504519426,0.7887896035,0.8563914924,-9.46E-09,-8.77E-09,-0.2051244406,9.806274627,321.8310971,314.2742115,1.275306384,1.328272086,1.581092548,1.508834089,31.09802406,31.27686497,33.23146185,33.72670198,-42.42762104,6606.451723,-4.68736E+35,0.9996179553,0.9997616573,0.9997964154,0.999557048,0.6807907363,0.6865188704,0.8780068477,0.8333356543,-1.1E-08,-1.24E-08,-0.2051244406,10.89943614,0.5948491357,Failed
