Vendor_Batch,vendor_yield,offset,driftelite,prod_val,smartcal,resistance_yield
523860-04,-0.4230388060276603,117,125,87,161,-0.20866468781225717
523288-11,-1.613499924831136,126,166,134,173,-1.1093742633487256
523860-04,0.5661812947906435,110,149,113,140,1.0558994820504466
523288-10,-0.8394734545291928,157,178,142,191,-1.1650020209232512
523860-04,1.163797798272776,133,125,134,140,0.8687625097349907
523860-04,0.9818512287901412,107,125,97,140,0.555684919236612
523288-09,-0.22994367849093414,188,222,193,241,-0.3762977505400786
523288-09,-1.6285719337404192,136,147,187,167,-2.5074610927553085
523288-09,0.5427729460306201,189,222,189,232,-0.3190311136959544
523288-08,1.780022424347068,107,145,127,161,1.987988141499447
523860-04,0.09844381896846144,109,125,97,218,0.5549545041105024
523288-08,0.666354075556559,108,152,131,198,0.7081392511993296
523860-04,-0.6406158405633481,148,125,93,220,0.05293164534021044
523860-01,0.14727054462192177,198,216,193,241,0.2684470221594176
523860-10,0.4480660825100758,180,146,148,186,-0.57701886757183
523288-09,0.10293366790754434,207,147,191,237,0.16926323401492155
523860-01,2.9073868693816176,201,222,191,241,2.9769386918841767
523288-11,1.2955673865695359,107,148,134,165,2.0433230686091783
523860-01,-0.34544025670035133,209,128,193,192,-0.6474698428244947
523860-10,0.5119166217718545,182,197,149,173,0.429069112275475
523860-04,-0.4855373539055773,107,125,114,140,0.5926965942055086
523288-10,0.7360592831324004,171,176,193,185,0.8662945656556347
523288-10,-2.0058826683553557,156,180,145,182,-0.906413262853111
523860-04,-0.9848987168632527,120,125,87,140,0.26895847086499647
523860-04,0.5584333770861979,107,125,190,143,0.7035823918778759
523288-08,-0.9778213144006458,207,166,130,177,-0.0562236994273978
523860-01,-0.014268678377704635,211,222,193,239,-0.22576395002174032
523288-09,0.672938361009355,187,212,193,241,0.18781591521029084
523288-09,-0.40959116817093266,186,133,186,178,-0.1688560179078441
523288-11,0.07850040791887199,200,218,182,176,0.24354230059247417
523860-10,-0.32517918229004567,182,184,135,223,-0.4451363658166852
523288-08,-0.03372845885262045,133,164,138,157,0.6806573467769713
523288-10,-0.947684346068702,136,191,145,188,-1.9512579080792278
523288-11,-0.49718581695588,210,173,138,241,0.28772534413535195
523288-10,0.9068959132490795,155,192,143,241,0.935045568636884
523860-10,-0.008666710645620891,180,175,148,167,0.45321927767007364
523288-09,0.7778943235126181,124,168,190,227,0.4011959219047036
523288-11,1.7152708894225752,155,165,138,185,1.8456269056621428
523860-01,0.034048279841970584,211,217,193,238,0.21661913199007465
523860-04,1.1640555568129172,133,125,112,148,1.1988851221797219
523860-01,0.6929743979017123,205,222,193,241,1.8311624554271284
523288-06,0.3677532271434549,211,210,193,241,0.26956837287542235
523288-08,0.07517930147521407,139,125,144,183,0.24580143082043046
523288-06,-1.6028724181081135,205,216,193,237,-1.3234753574732778
523288-08,-0.44136432292089484,132,160,130,176,0.2227694443324067
523288-11,-1.4543663425238877,140,158,138,200,-2.045907470725193
523288-10,-1.9129424438257598,170,168,151,187,-1.9661686094885897
523860-01,-1.9374547133881346,151,142,148,239,-2.213126920104501
523860-04,1.3069492255506825,142,125,129,152,0.7916252937941465
523288-11,-0.460733444397159,164,174,141,239,-1.080144195248457
523860-04,0.37210093239344355,132,136,114,143,0.5207962839636093
523860-01,0.5467945752673893,193,217,140,184,-0.2255779398854728
523860-04,-0.5131862967311768,121,130,113,151,-0.21812486855170277
523860-04,1.2780934525070575,107,125,110,230,1.7514844094771749
523288-10,-0.48045338224889605,167,170,151,208,-0.10611592409530435
523288-09,0.6969104079424541,202,222,182,230,1.0083350245601388
523860-01,-0.013083415090965602,183,204,193,231,0.3854500348334664
523860-10,-0.5968146419207426,164,171,127,140,0.4520746596389774
523288-10,-1.5623818171787742,157,190,142,205,-2.30298054975751
523288-06,1.8992725707190856,211,222,193,233,2.6384936523938296
523288-11,-1.770334000360867,173,222,135,174,-1.8111474152089841
523288-11,0.25454656401601994,149,171,193,193,-0.13005114349476526
523288-11,-1.722868324730751,162,187,132,194,-1.344825716640866
523860-01,-0.6858809258930889,167,165,193,241,-0.3717901353689191
523860-10,-0.5566911024893639,172,167,148,148,0.09293762743464717
523288-10,-0.5324521749354388,154,187,150,175,0.3611995757437605
523288-09,-0.4240449351311365,165,213,193,179,-1.3574711441583194
523288-11,-1.3904417226581163,204,222,137,163,-2.1711035027783385
523288-06,-0.2847173114705465,211,219,193,241,-0.24225451867502937
523288-08,-1.6611775145041279,157,136,179,177,-2.424563331317339
523288-06,-0.017246199739184277,211,220,193,241,-0.2257348593018067
523860-04,-1.0180152789806223,107,128,104,156,-0.950076232581202
523288-09,0.8212300987883214,140,150,139,192,0.5089060310876327
523860-10,1.0531252299036682,179,199,137,167,0.9735890738927673
523288-11,1.046341616071552,194,221,135,232,0.6718440045363585
523288-10,-0.7732628528885979,107,165,193,193,-0.40064879566147427
523288-10,0.1314504938316182,152,162,141,198,-1.0067609202008108
523860-10,0.25351250796569963,167,181,134,144,0.3011022157634513
523860-10,1.2467106280288527,137,200,138,230,1.2527110641443526
523288-08,-0.21224292511631299,157,163,132,159,-0.6227645606232872
523860-04,1.7996465847775656,109,150,102,140,2.0624771757294122
523288-10,1.0350421077558007,173,186,148,181,1.3571040040877942
523860-01,-0.7585606387917471,211,221,193,241,-0.6780289047670436
523860-01,0.1543458959499115,197,212,193,234,0.4730764141205985
523860-10,0.9131158871087915,157,163,138,209,0.883466599120259
523288-06,-0.15608169410934625,205,152,193,241,-0.8503908651888893
523860-10,-0.8655727071956577,179,142,143,224,-0.3850362146353092
523288-09,0.37339712896624816,114,172,143,192,0.09294178358566535
523288-10,1.0545018906367876,168,222,193,187,1.0136956923811271
523860-01,-0.03394397145607762,203,218,193,241,-0.5184347515688484
523288-06,-0.543706214972853,211,222,193,238,0.00030537372016081754
523288-08,0.7149277634822523,148,158,131,200,0.5758797800796333
523860-10,-1.3062212033792684,148,189,135,223,-1.3024563471376915
523860-01,1.0421325481158326,202,217,193,241,1.100270813394822
523860-01,0.86697894964571,211,220,186,236,0.7942038711309289
523288-09,0.9370944829306639,181,220,187,241,-0.1898110910477625
523288-06,-0.17357390456346125,211,222,193,235,-0.09002738560703509
523860-10,-0.8918761803717504,180,168,133,237,-1.348008119128406
523288-09,-1.665084509822625,143,125,134,241,-1.0538127348779556
523288-10,0.3578856562735783,176,152,145,152,0.378294200160521
523288-10,0.5637392923689525,164,171,151,200,1.177347227386338
523860-04,0.04474851104364707,129,125,104,140,0.08432871809850062
523288-11,0.9744052192015455,202,222,193,237,0.6090944365922264
523288-11,1.1866569247210215,197,162,193,227,1.5117102866716066
523288-11,0.9220224955892395,119,169,145,169,0.48339986850566125
523860-01,-0.7676851845690122,208,221,193,241,-0.054197170787108506
523860-10,-0.9418128047040493,166,200,144,236,-0.40891230126495204
523860-04,-1.6016652211117508,184,130,121,222,-1.685484047309621
523860-01,0.2766561382549937,205,222,193,239,-0.1842163522743248
523288-10,0.04666759285597478,150,162,146,184,-0.015101970227311794
523288-09,1.4529602566686872,111,222,186,234,1.621290452943253
523860-10,0.2889861933749698,211,222,137,230,0.00440907849820632
523860-04,-1.5291642145023718,116,125,91,145,-1.64700948063165
523288-06,-0.2826090218496086,209,222,193,241,0.16847786154477368
523860-10,0.6041316520621371,175,173,135,140,0.8645443629376772
523860-10,-1.489830730010164,172,166,135,233,-0.473434045868768
523860-10,-0.1741092019301478,211,202,189,231,-0.22341394197789438
523288-11,-2.5955968798595035,149,160,130,241,-2.2823633665063743
523288-06,1.0543095299741192,208,135,193,230,0.6948703929219867
523288-11,0.225005132266807,139,170,133,151,0.08136742958052284
523288-10,-0.31590770207770325,117,180,147,227,0.06407873945241765
523288-11,0.9190076280974775,160,162,131,154,1.457826363378376
523860-04,0.3483811809929137,199,213,190,217,0.8424431169760208
523860-01,-1.7122748296647077,211,215,193,235,-2.3776089148040134
523288-08,-0.6627581360744251,143,175,133,185,-0.15521529072979556
523860-04,-0.03492101662054157,193,205,119,219,-0.04037239896346883
523860-04,-1.9952248889743298,164,125,106,140,-2.583292679338439
523860-10,-0.24920127286719002,164,222,144,230,-0.9791530205916004
523288-09,0.06508567398182889,192,222,193,238,-0.29327237017527785
523288-11,0.7882162261119166,159,161,144,175,0.5208412868283593
523860-04,-0.46455319617829716,107,128,98,159,-0.8786249251624123
523860-04,0.5064724256753846,135,125,102,140,0.3813687569142877
523860-04,0.8557448031973228,107,143,134,222,1.3992457596227863
523288-08,-0.016338112082444296,143,171,133,175,-0.19445166576611916
523288-06,-1.2082601745605581,209,217,193,229,-1.5656917655608558
523860-01,-0.61710026800421,200,222,185,240,-1.1341062617324444
523860-10,1.0600376389353625,181,182,146,143,0.8179810637670327
523288-08,-0.34003562096503587,135,159,128,182,-0.3992876513970972
523288-08,-0.7739033117403222,116,222,193,173,-1.3730702776263555
523288-10,-0.05482293954399259,211,222,193,241,0.11463860636317408
523288-10,0.1700198671274637,157,125,144,224,0.7457009838173785
523860-01,0.6283924124433118,211,218,193,241,0.20816940483481766
523288-10,-0.5470892362169179,149,182,127,200,-1.4366689491685705
523860-04,-0.5678756517696028,107,125,121,140,0.03149458616060252
523288-09,0.48060359270647407,135,162,193,235,0.266551940928499
523288-11,-0.987620533467338,195,196,128,241,-1.4097545795265827
523288-09,0.44949306979949766,189,137,138,236,0.13902859874023965
523860-04,-1.1983015663728005,144,125,120,140,-0.7742799615849878
523288-08,-1.6786793239132973,132,181,137,206,-1.2884080024935871
523288-06,-1.1330943792062005,211,221,193,241,-0.8043626719086955
523288-08,-1.1301264046897326,151,158,129,199,-0.9130889481108584
523860-10,0.650486577155226,137,170,136,157,0.4624179262975726
523288-10,-1.4680933778225154,162,175,142,211,-0.6648831673881938
523288-11,1.4570923401064069,135,216,141,225,1.5206643172372358
523288-06,-0.14876462831472545,208,222,193,239,-0.33540920977684663
523288-08,-1.7140480555607458,115,141,136,167,-1.7412130601878382
523860-10,1.4201133474654577,173,162,140,178,1.4683106342303118
523288-08,-0.6479078065148808,147,142,125,196,-0.7035724378543067
523288-06,0.38151839308426977,200,222,193,241,0.32967659202512717
523288-08,0.15822517571108244,168,154,137,233,1.3079999873491133
523860-10,-0.19576419979942147,167,144,145,232,-1.0870648502909923
523860-10,0.2632255389999352,166,183,140,232,0.3984746251086344
523288-10,-0.28653917127798306,141,160,147,217,0.3682389536427319
523288-06,-0.8293338546124335,210,222,193,169,-1.3276066726959381
523288-10,-1.1107753783106522,171,168,147,203,-1.0031410711001965
523288-11,0.4252409933491669,107,216,128,174,0.5378987762557154
523860-01,-0.23802983920431273,199,216,135,241,0.4452691775946622
523860-01,-0.7811377815481723,161,170,143,184,-0.8651755518492295
523288-11,0.6216108456838918,153,133,142,175,0.25954672790363337
523860-04,0.19784979900815158,146,200,189,232,0.5096203766379873
523288-11,1.128976768896603,211,222,193,241,1.4611051625490683
523860-04,0.20500789032261968,107,220,191,140,-0.2591058379424126
523860-01,-0.007769774210279229,209,219,181,241,-0.3129010559693627
523860-04,0.8110789549758994,127,125,87,140,1.907006930510119
523288-08,0.5619483439328762,202,222,182,240,0.3321113684833012
523288-10,0.13141357962610983,153,187,148,225,-0.0391080371649169
523288-10,-0.3099029336972344,211,218,193,223,0.037630181409335994
523860-04,-0.10243334417150667,107,129,87,154,-0.32427967798989543
523288-11,-0.46648707973759734,148,143,141,193,-0.9060973242549732
523860-04,-0.670854319202156,191,206,109,237,-0.31109997595208727
523860-04,-1.2586763906046716,124,126,106,160,-0.7139526253135491
523288-11,-0.06256641036310046,165,154,135,241,0.51070342968609
523288-09,-0.26694472803963865,129,222,193,233,0.2693457856655659
523860-10,-0.6249873414075612,163,190,142,235,-0.5330483440105501
523288-08,1.8250721675624242,159,212,130,234,2.3122450300478046
523860-10,0.16932898227098045,172,159,149,164,0.2170679554923105
523288-06,-2.3187930542496797,164,222,144,225,-1.3989574282802322
523288-10,-1.3048132232413072,183,173,148,166,-0.9387628370092007
523288-10,-0.38404944405432306,169,156,146,213,0.5040800950499253
523860-01,-0.8623450337844825,208,222,193,240,-0.22626441506482042
523288-09,-0.47605214712166455,194,212,193,231,-0.03729395123429774
523860-10,0.28710100192245935,159,171,141,142,0.8045050025737215
523288-10,-0.819641306749266,170,182,154,209,-0.8285879619605869
523288-10,-0.5002479102061254,178,179,150,192,0.059801783050528856
523288-09,0.46845232493966493,191,222,192,241,1.2860569026316298
523288-10,-1.033175542262841,168,151,143,213,-0.6055903646029028
523288-08,0.5235938075813249,155,153,145,164,0.1412430247123332
523860-10,-0.9563480807063073,165,200,148,146,-1.1210638855821033
523288-09,-0.3490826904968701,120,149,193,241,0.13023907879102237
523288-08,0.2641313009748286,115,181,133,165,0.18030683287983595
523860-04,0.8966515684701472,156,125,112,140,0.42563466379129355
523288-06,1.9735542924505236,211,222,193,235,1.834270014223113
523288-08,0.1695868955874237,151,222,133,142,-0.22884007686998095
523288-06,-0.391097655481053,211,222,193,240,-1.0865341163040834
523860-10,-0.47216116903136235,136,155,144,233,-0.3705821240514532
523288-08,-0.3684801239150219,157,144,136,170,-0.10101593319469349
523860-04,-1.3668943377588074,107,130,100,159,-1.1274856856812245
523288-06,-0.47308254195571114,211,222,193,241,-0.3997346607347557
523288-11,0.6368381474619635,146,160,137,241,-0.05664085003087005
523860-04,-0.46974073725098603,120,125,108,141,-0.25976418930926487
523860-10,0.877416935124457,174,172,122,221,1.6268236143849628
523860-10,-2.098960426692478,153,205,144,238,-2.777116509918205
523860-04,0.3445624687688279,121,135,145,155,-0.5174066386162874
523288-11,-2.0595059492748033,199,190,191,237,-2.4137302554150546
523860-04,0.5169961373379895,107,125,103,142,0.8669981099450998
523288-06,-0.3285017468439867,211,222,193,232,-0.8460875619139483
523288-08,-0.36150019049450666,107,154,135,147,-0.3045442251560642
523860-04,-0.910313375938361,107,145,92,140,-0.9069882297592124
523288-11,1.70855765471646,205,168,141,234,1.5086221842806016
523288-10,1.2090474022880822,163,171,149,241,2.1515325786470076
523288-10,0.21213124850648613,152,125,147,184,0.8813152084843209
523288-11,-0.6323110020611059,126,162,144,174,-1.1427670802937975
523288-11,1.2734718345339244,125,180,130,202,1.0876533514164537
523860-04,0.5302382741950318,200,125,115,221,-0.3147316376337108
523288-10,0.06813912333072585,167,173,150,225,0.20814622422260892
523860-01,0.01929334198240909,211,162,193,172,0.579406768984581
523288-06,0.24969553748690276,207,209,193,235,-0.09009166146390041
523288-10,0.08297597412816382,169,175,193,203,0.033490842020033086
523288-06,2.0716674681437897,211,125,193,170,2.5051520208084526
523860-04,2.1062945048872335,124,154,193,220,1.5648974433253529
523860-01,-0.5517656759288104,201,212,193,241,-0.42312651037565274
523860-04,0.284607590435204,178,125,119,209,0.3248350237232803
523288-08,0.8289324144777052,120,163,135,155,0.21008588461301037
523288-10,-0.26969348271476645,144,181,152,202,-0.24807752422790308
523288-10,1.118103274874163,181,166,151,171,1.204119325784287
523860-10,0.24964471026987325,153,170,143,228,0.10609599834278652
523860-01,-1.1633804441178546,165,125,143,167,-1.609991367017654
523288-08,-0.8893383069214279,117,133,124,184,-1.4596870305982272
523288-10,0.02822105790429347,132,220,151,209,0.5530248340827614
523860-10,1.3818894717950185,211,222,193,231,0.5400440462737747
523288-06,-0.7542452898085807,211,217,193,232,-0.1132098740474714
523288-09,-1.3077066813740796,151,179,130,231,-1.208131727405549
523288-09,-0.6407288979759983,137,222,193,241,-0.8536392083904812
523288-06,0.5321351795626474,152,222,193,240,0.5119540449432416
523288-09,1.119692788679825,201,222,184,241,2.1748638454981495
523288-11,0.6305452332295215,150,158,137,191,0.7926523099011659
523288-06,0.8508065522333758,211,222,193,229,0.5936224953968204
523860-10,0.2380976407757442,172,210,149,225,-0.6756111608835735
523860-10,0.7465648170556045,151,183,142,226,0.6324309973886568
523860-01,0.40365683704532807,191,220,193,239,0.41973343176871836
523860-10,0.13441742374680904,131,185,150,227,0.20198387040232374
523288-08,1.400456951900177,150,163,139,180,1.1908970990647587
523860-01,0.21125931514863244,153,216,139,238,0.0909536832643943
523860-01,-0.10471150850782666,209,217,193,241,-0.9319584931443341
523860-10,0.44501542981571607,170,189,147,156,0.021103841008458912
523860-10,-0.16824327773022327,159,194,130,232,-0.03927717718286455
523288-09,1.6317998520157457,196,215,193,239,2.090566265457937
523288-11,0.5336626666376476,156,152,140,196,0.2570139293971597
523288-10,0.04304009886195438,156,172,143,216,0.8121785415063999
523860-01,0.1176091446913325,211,219,193,241,0.5326198624003065
523288-06,0.47017458140005775,211,222,193,236,0.44022838548876636
523288-11,-0.5894563779921872,142,179,193,228,-0.3809565520202932
523288-10,-1.3269965513732547,163,171,153,197,-0.8085687686709115
523860-10,-0.7859251657027526,179,189,148,226,-0.28544813536806424
523860-01,-0.28948418502119183,211,209,193,241,-0.3265956890044304
523288-09,-0.5316025538876692,185,222,192,240,-1.5662237551220877
523288-06,-0.04485851570351334,211,222,193,241,0.5683060270947539
523860-10,-0.5232858912898469,167,208,136,224,-1.2045488145000622
523288-08,-0.16514258841693902,120,171,124,177,0.010774747881509977
523288-09,-0.2129884856728442,206,222,193,241,0.07889443880795124
523860-04,0.6792826054086477,189,217,114,239,0.6990489463252664
523288-09,-0.3228816425416768,197,205,192,177,-0.730276820699644
523860-04,-2.135315739095244,107,125,103,217,-2.0435767563830347
523288-06,0.7997886212297698,206,221,193,241,0.47669995905983237
523288-08,0.07561596331237727,144,136,135,190,-0.34793254502342774
523860-10,-1.3394573565261745,170,195,140,221,-1.7402969989099948
523288-11,1.4269501107043416,211,221,193,235,0.9726185364056308
523860-01,-0.6882859115128053,173,185,136,144,-0.8005086344548764
523288-06,-0.8266433387515095,205,220,148,241,-0.4494530960989643
523860-04,1.602462317878603,114,125,123,151,2.2403375992344947
523288-11,-0.03223079906548005,152,148,137,190,0.23131282472695897
523288-10,-1.4764044496691977,166,139,151,225,-1.3290818022191473
523860-10,0.7611352585635989,164,159,139,220,0.45202936161269064
523860-04,0.36639859980597317,118,125,110,140,0.44741368991735814
523288-11,-1.0056563303613721,163,148,133,231,-0.44641561157840204
523860-01,0.17222480875200294,201,222,193,236,0.8116303520643074
523860-10,-3.21925947185106,170,189,145,226,-2.5432852569989075
523860-04,-0.6273065663144808,118,125,107,225,-1.608977880454766
523288-11,-0.8902665056264252,127,178,132,193,-0.6682402562012654
523860-01,0.8402243584707962,202,222,193,241,0.9736902755026473
523288-09,-0.1299398300417782,204,215,191,236,-0.16569312993729945
523860-01,0.07837235049048398,204,222,193,241,0.49121630749670125
523860-04,-1.1299287579837336,107,136,93,144,-1.1544504690148223
523860-01,1.0456470978461871,211,217,154,241,1.3068200230198408
523288-06,0.7219566255919492,211,222,193,241,0.8509429987234539
523860-01,-0.1423841460621126,194,222,193,241,0.17440674156680822
523288-09,-0.5758647936756929,150,165,137,231,-0.4319296342379095
523288-09,-1.405075095934961,151,222,133,156,-1.3944612371956944
523288-06,0.25702907233120775,211,215,190,165,0.06392758247544703
523860-04,-1.9795261160008166,126,125,105,155,-1.4426558403497274
523288-11,-0.21901312977542742,159,179,136,169,0.015568792243429885
523860-01,0.2326681369954553,211,212,189,241,0.1764966266618907
523288-08,-0.25804806239128997,134,125,130,170,-0.9139698064427475
523860-10,-0.9083137884881555,175,202,149,230,-0.5289751595824621
523860-10,0.6042517202438719,178,185,149,231,0.9789075379188568
523288-09,0.9459042694041172,203,219,193,241,0.8247428286765394
523288-09,1.4194867512184288,200,222,193,238,1.503981962447437
523860-04,0.7851779001244773,107,202,88,225,0.6366803380792098
523288-11,-0.7240703629497418,128,183,141,229,-0.9177343823356588
523860-01,0.6196080866016398,209,212,187,241,0.6881704536616586
523860-01,-0.2545317153044667,211,222,193,241,-0.8170792104146293
523860-01,0.455346932300481,202,219,193,230,0.0813490067422068
523288-06,0.9604429776187737,211,222,193,241,1.198768969757519
523288-11,1.6817351853544515,172,165,143,191,1.4945661426663714
523288-06,-0.8126324026992249,211,213,193,241,-0.7314512579021744
523288-10,0.30602292162224776,203,166,193,177,-0.03538801899393956
523288-10,0.534396511827726,201,176,152,215,1.1376826428954696
523860-10,0.4290099675025366,167,169,133,160,1.1089504114831366
523860-01,1.9174647101640447,205,213,193,239,2.2948709485994208
523288-09,0.30190719299248164,185,220,193,241,0.9583756826058936
523288-11,-0.797640480269489,116,144,138,189,-0.732938203518073
523288-11,0.20594012723696,165,152,144,148,-0.3930253888591554
523288-08,-0.9535324200647718,143,164,137,161,-0.7342653256194629
523288-09,0.5070577867701629,123,222,188,240,-0.16650621980776525
523288-11,-0.5720949506375266,154,159,128,187,-0.3507706861327044
523288-10,-0.8446862764153437,123,159,143,189,-0.6960264110474154
523288-09,2.149000766700385,196,214,99,238,2.688834133995406
523860-04,-1.0417772450386156,110,125,104,140,-0.6469420584165363
523288-08,0.920721767264886,157,176,137,205,0.14913240644908643
523860-01,0.9958314247562866,199,220,193,233,0.6390901898117887
523860-01,-1.0324751748786283,160,218,147,208,-0.6407165118415543
523288-08,0.8152538591402422,145,152,141,164,1.1362867214562704
523288-06,0.22386897606310294,211,222,193,241,0.058659256710154206
523860-04,1.478175136373103,111,125,107,147,1.3720389394085148
523288-09,0.33811158822903437,192,222,193,240,0.4660227112035741
523288-11,1.289147254005766,143,194,137,196,0.5632504186659371
523288-09,-0.3482184750892216,195,165,140,241,-0.635566692029562
523288-09,0.49970660077554196,194,215,193,239,-0.600203416742799
523288-08,-0.27607730983047385,117,127,141,170,-0.5567643143645822
523288-11,0.5107968851392121,146,175,136,169,0.02008676718167196
523288-10,-1.5595783342043,153,180,143,240,-1.6033623659999248
523860-04,-0.9148507179980134,121,125,101,141,-1.1039507068122933
523288-11,0.07748348562793213,151,157,136,180,-0.06631921902573314
523860-04,0.587245823621812,195,126,100,223,0.9434802420731527
523860-01,-0.7064701948297138,152,165,144,183,-0.9852315767730111
523288-10,-1.0156158045629011,211,222,193,241,-1.7879200154334671
523860-01,1.6888810150377842,160,214,193,236,1.3259208992798825
523288-08,0.01372095067361336,146,220,138,177,-0.21544280349600697
523288-10,0.6564688273007988,160,167,148,192,0.6105576011862713
523288-10,-0.26753768370117453,169,141,149,197,-0.8033061991127073
523288-09,0.21871440302045903,193,218,185,241,0.975578066254283
523288-06,-2.1826169492391125,135,195,147,197,-2.30459772929827
523860-04,-0.48828508196969517,150,125,97,140,-0.993583466091744
523860-01,0.5714142088018956,146,130,141,235,0.3669058111501571
523860-10,0.8972915405862798,162,195,136,140,1.206189958014877
523288-09,-0.8268833275285747,202,220,192,241,-0.40259366634906396
523860-04,0.7204086519235585,186,127,189,231,1.0358482187907812
523860-10,0.5416666389702658,163,174,136,163,0.13316397237113864
523860-04,0.4364480244961112,130,127,113,161,-0.04175098765840379
523288-06,-1.3564257896206018,211,221,193,241,-1.7983100574743927
523288-09,-0.0404166369189414,195,222,193,241,-0.2433982436704471
523860-04,-1.3972144322254352,133,129,138,140,-1.412260676408089
523288-08,0.2671008125937924,163,129,134,141,0.793644203960449
523860-04,0.5806756787418184,107,140,101,140,0.3529063535426854
523860-10,-0.5306475580220715,157,183,148,140,0.38489576232449063
523288-09,-0.0751904288299612,196,222,193,232,-0.4912664107217458
523860-04,-0.5948344226443099,134,125,87,143,-0.7185762223802129
523860-04,1.552483678194965,194,207,112,154,1.62620515166007
523288-06,-0.30777782095906203,208,221,193,216,-0.2747229627838644
523860-04,1.3565501716491306,107,153,131,142,1.368519041630078
523288-11,-0.5908505149711109,164,150,147,178,-0.6357646295788784
523288-08,0.38851464252605433,157,151,140,163,0.8205595325603494
523288-11,1.5943017980231209,156,162,137,231,1.5758228229483648
523288-09,-0.8046029129361133,151,213,189,241,-1.0620660265813568
523288-09,2.9106845508523977,186,222,188,200,3.5006188888633867
523288-06,0.3375445427121439,208,222,193,241,0.4205518396142121
523288-10,-0.44678537548100855,167,182,153,205,-0.3940003090719737
523288-11,0.2552866797422196,154,159,140,195,0.24507948912676833
523288-08,-0.2880764247584799,123,222,130,165,-0.3719097490404799
523288-06,0.26296940911204514,150,200,146,172,-0.17996321307074575
523860-10,0.3309872461415578,176,178,141,142,0.1728790286075997
523860-10,-0.13031553094666887,211,222,118,220,-0.017636602582466243
523288-11,0.9228071934820595,107,186,183,161,0.635761003501805
523288-09,-0.2112876058453873,135,125,146,199,-0.328604970696244
523860-04,0.3328127721260267,121,205,185,140,0.16648386535654858
523860-10,-1.069729298909743,174,169,142,240,-1.2643368935411603
523288-06,0.7160391316379592,198,222,193,241,0.9534779244907118
523860-01,-0.291444584792459,138,181,145,237,0.41390361675331094
523288-11,-0.8034360197416227,135,152,133,172,-1.7028907216717193
523860-01,1.0456038205751341,204,216,193,241,1.4131947168327657
523860-01,-0.0019331014864821334,199,219,193,234,0.17687801533500663
523860-04,2.1342264784284266,138,135,116,169,1.4568879662845624
523288-06,0.6668615396589507,211,222,193,228,0.18020424158315063
523288-08,-0.9143407295041235,160,151,132,185,-0.5795622924512691
523288-06,0.9935242444278135,211,222,193,236,0.012402079938706012
523860-04,-0.7687638883743964,136,154,193,230,-1.7873522475118584
523860-10,0.5945596226236206,147,176,144,241,1.0920983306445957
523288-10,-0.9635501140680408,170,180,150,212,-1.091526616534133
523288-10,-1.0769690779777585,175,161,147,198,-1.046312818468779
523860-01,-1.1833988225586274,208,222,193,241,-0.7864154636378041
523860-10,-1.929170865816043,157,189,193,227,-1.8158046361064952
523860-01,-1.0145530388930861,183,222,184,240,-1.5109481956337611
523288-10,-0.43024813722961974,145,144,150,206,1.0322272553087721
523288-08,-1.3386783034926553,148,128,135,150,-0.6791036422690594
523860-10,1.4889380081390406,164,201,131,225,1.4000964624297114
523288-11,-0.378596806380548,129,125,130,143,-0.17977060895712313
523288-10,-0.5757481656415596,164,172,150,213,0.1290086351518055
523288-10,1.7830125102638164,155,158,144,216,1.8492764260770016
523288-11,-0.890781051692545,163,130,140,239,0.534968804125864
523288-09,-0.8160529329303974,132,162,97,187,-1.098591202028496
523860-04,-1.4062687408022694,107,138,97,140,0.15842236498313156
523860-10,-1.5819933302765083,154,157,137,231,-2.0943641963676525
523288-09,-1.24229436627146,107,177,136,179,-1.2655900531609303
523860-01,-0.8677631063506266,204,214,193,241,-0.5347421881437728
523860-01,0.18239125850885493,155,170,193,239,-0.16909155811140683
523288-11,-0.24816466930923795,165,173,182,239,-0.7147850517878847
523288-08,-0.595760669298179,166,129,132,163,-0.6289811561784131
523288-09,0.4359391869090864,211,222,183,239,0.3089346806727692
523288-09,1.196152634587571,204,130,188,238,1.361350501343733
523860-01,1.9848294494241359,205,222,193,238,3.315621770739476
523860-01,0.497439539728653,168,151,193,232,0.5920741422141783
523860-01,0.5025145278242817,211,163,193,232,0.30122268715373934
523288-08,1.039073532570921,167,166,133,175,0.781161281126491
523860-04,1.0483834023605978,198,204,192,228,1.2322419479800868
523860-04,-0.1614950066864235,192,125,106,221,0.06869292447268699
523288-10,-1.2125700484910207,178,166,144,177,-1.3001297234145957
523288-10,0.33061663819960574,171,145,145,162,0.5772223489538651
523288-10,-1.923596653933948,173,175,139,226,-1.5614721126919213
523288-06,-0.40904338285506486,208,222,193,241,-0.2723373296050643
523288-08,-1.1989069383999866,139,148,129,198,-0.6081716045406902
523288-10,0.13688727595472475,144,178,142,201,0.3638927990930409
523288-10,-0.3685014411374672,176,179,147,194,-1.0495333295838107
523288-08,0.7041292481431837,123,174,128,154,0.6378493688607341
523288-11,1.4641159362453227,158,179,132,179,1.8972747054480945
523860-04,1.7241350012430696,145,138,106,142,1.5307877827023615
523288-09,0.7302461947391529,183,216,193,241,0.1499009082197028
523860-04,-0.8473538163905248,123,154,117,140,-0.21869001559498247
523288-08,-0.007534766357308517,141,171,140,150,0.29108873053641365
523288-11,1.3891337211166657,141,177,139,197,1.4186839394838082
523860-01,-1.6079907729113179,207,216,193,238,-1.5101263589881784
