Unnamed: 0,Vendor_Batch,Yield,SMARTCAL,DRIFTELITE,OFFSET,RESISTANCE,PROD_VAL,SMARTCAL_Yield,DRIFTELITE_Yield,OFFSET_Yield,RESISTANCE_Yield
3,523860-01,0.793,241,220,211,193,190,0.9295755166088849,0.954337899543379,0.92539843461283,0.9743589743589745
3,523860-10,0.7692,229,188,168,140,142,0.8370044052863436,0.9195834136361534,0.7857142857142857,1.0
3,523860-01,0.3812,241,209,211,197,193,0.9032131255206789,0.954337899543379,0.921725646195357,0.9783820933689895
0,523288-08,0.3654,180,181,163,197,127,0.9185790502151858,0.954337899543379,0.9166030302384645,0.9895219791875367
0,523288-08,0.3344,233,148,207,137,183,0.9038441031466918,0.9196285863769165,0.9173598383507702,0.9867432765585947
3,523288-10,0.7682,240,151,152,148,151,0.8808695714317423,0.9112245340102086,0.8429950854275758,0.9874624887179801
6,523860-04,0.7987,140,125,140,143,135,0.8370044052863436,0.856,0.817367702865873,0.9905264111090092
0,523288-09,0.4557,234,219,197,194,193,0.8985412928617825,0.882780241590197,0.9328323780980795,0.9881600091656292
3,523288-08,0.3174,153,159,119,130,130,0.8965277524126524,0.9147475665782463,0.9159757964372208,0.9887809190523796
6,523860-04,0.8108,140,131,107,89,112,0.8681787902819132,0.86080543204928,0.7901887993872163,0.9773664424169405
7,523860-04,0.7585,140,125,108,89,102,0.8737904425265347,0.856,0.7857142857142857,0.9792601523639837
2,523288-06,0.3174,161,188,166,90,127,0.9140146670480315,0.9048595965356793,0.928623687730036,0.9837575952895586
5,523860-04,0.8655,140,160,107,117,146,0.8719311222730179,0.856,0.8107046150573153,0.9780160788121803
0,523288-08,0.3174,161,136,157,131,135,0.903330976363268,0.9327749398221779,0.9201740752709934,1.0
3,523860-10,0.7938,140,156,172,138,149,0.8370044052863436,0.8947304712678915,0.8004189454457283,1.0
7,523860-10,0.8423,140,204,178,134,147,0.8370044052863436,0.8886686386546535,0.7887536100208691,1.0
1,523860-01,0.4103,236,217,211,178,193,0.9173932676949756,0.954337899543379,0.9295580320035643,0.9776547325340366
5,523288-11,0.3203,181,166,149,140,128,0.8883837522514844,0.8893411489757995,0.9392353101575118,0.9888471005223546
7,523860-10,0.8313,152,198,141,137,145,0.8370044052863436,0.9122679968889983,0.8228565296511525,0.9908871698550239
1,523288-09,0.3497,237,216,207,186,193,0.9284903711779977,0.954337899543379,0.9279130639341497,0.9910040647000561
2,523860-01,0.3813,241,213,207,197,136,0.9020505411308856,0.9199465398335743,0.9354163660028554,0.9782745424018718
1,523288-10,0.3174,196,183,145,149,150,0.9010622760546184,0.9092256493757197,0.8780156191346553,0.9880179679323309
6,523288-10,0.3174,199,175,152,138,151,0.8822003447838517,0.9087777717097608,0.9414740755358321,0.990647588172773
0,523288-06,0.8438,241,222,211,197,193,0.9306615692042336,0.9448777498648417,0.9276545242506635,0.9803031218664728
7,523860-10,0.754,150,166,184,136,142,0.8370044052863436,0.8709709138293513,0.7857142857142857,1.0
3,523288-11,0.3174,200,150,148,146,135,0.9074290026119383,0.888713674231224,0.9428571428571428,0.9879805029726844
0,523288-06,0.3655,228,222,205,197,193,0.9201294177700486,0.9443650320632909,0.9269653569342697,0.9798767474083182
1,523288-08,0.3453,164,160,160,132,130,0.9206147887885322,0.9052629484186502,0.9069374363477986,0.9870092537191061
3,523288-06,0.3262,232,222,138,197,193,0.910659437665967,0.954337899543379,0.933887821330233,0.9839667007308334
3,523288-11,0.3174,239,166,121,126,133,0.8833620477364124,0.8882904289681863,0.9298047478472019,0.9866119619750723
4,523288-11,0.3174,187,125,125,133,144,0.8809112517796661,0.869407364338443,0.9428571428571428,0.9743589743589745
0,523288-09,0.3382,229,219,208,183,190,0.9129425841981387,0.954337899543379,0.921979357576027,0.9848894942557137
6,523860-04,0.7391,147,125,107,89,96,0.8606010430725032,0.856,0.8239679934064775,0.9743589743589745
4,523288-09,0.3667,230,133,161,97,127,0.9202118657085588,0.8911933873713569,0.8498522092874281,0.9894648981260619
1,523288-06,0.3174,239,222,200,197,193,0.9325534578923526,0.954337899543379,0.9347847005190284,0.9850739737030209
2,523860-01,0.8283,241,222,204,188,193,0.9061789789215896,0.954337899543379,0.930890919717113,0.9773618070465105
0,523288-06,0.3562,241,222,211,189,193,0.9020418895112458,0.954337899543379,0.9413908962283712,0.9796182667812021
0,523288-06,0.3215,236,212,211,197,193,0.9352125705770049,0.954337899543379,0.9383679634800203,0.9804899072606363
6,523860-10,0.3294,230,184,211,197,193,0.8370044052863436,0.876757652795497,0.9169772682632025,0.9877510533336489
6,523860-04,0.8263,140,125,111,110,140,0.8820965835140834,0.8561190985334473,0.7857142857142857,1.0
2,523288-11,0.3366,241,215,196,197,193,0.9122180114727753,0.9357195144807283,0.9415351714793279,0.9876678349946748
0,523288-06,0.3427,201,222,211,197,145,0.9106603744726705,0.954337899543379,0.8591340104709109,0.9834036092274833
0,523288-08,0.7853,183,215,152,135,134,0.9070225562998282,0.9059895254354146,0.9252954699751182,0.9889962660812918
3,523288-06,0.3345,236,221,211,197,193,0.9173869757096536,0.9516252862036911,0.9269195309262562,0.982964254244692
3,523288-11,0.3775,241,222,211,197,193,0.8992008663026871,0.8752196026995106,0.9428571428571428,0.9853835063545971
0,523288-06,0.3319,241,181,164,196,193,0.9119458034790257,0.954337899543379,0.9310517156458951,0.9783323184234319
6,523860-04,0.7892,169,137,107,95,121,0.8849983777929644,0.8639959328930562,0.8178059817206971,0.9784235631897819
2,523288-11,0.3174,157,140,171,136,147,0.8949469954076152,0.911662670732423,0.9363607866243644,0.9891318340404178
2,523288-10,0.7323,205,165,182,144,151,0.8766312252414322,0.9093345120232471,0.9099910146964287,0.9958719234620048
7,523860-10,0.3174,231,180,211,132,150,0.8830642942123442,0.8798893407768322,0.9153837609094992,0.9901869945252276
4,523288-10,0.3174,203,166,209,147,152,0.8902037434020812,0.907726078979415,0.8514540560281061,0.9881270597984793
2,523860-10,0.837,241,176,186,131,146,0.8582927470379428,0.926558363945479,0.8141660387768532,1.0
1,523860-01,0.7862,241,222,199,194,193,0.8882312188672249,0.954337899543379,0.9278265325384892,0.9791000063078922
5,523860-01,0.7573,157,125,211,133,193,0.8753576424005313,0.9063190601220675,0.9177591036185173,0.9761394244452417
2,523288-11,0.8567,183,189,142,149,143,0.8370044052863436,0.9037462233539909,0.8222606894483615,0.9870950048498223
6,523860-01,0.841,186,222,168,116,193,0.8724469375518591,0.8967009354816736,0.9359221924943397,0.9828835640144592
1,523288-10,0.3174,188,177,145,128,149,0.8463585960380716,0.8757316463462855,0.8729242568627963,0.9895026094571359
0,523288-06,0.4028,241,222,211,197,193,0.9180224897172617,0.954337899543379,0.9333989863870681,0.9870354583945982
0,523288-09,0.3811,195,222,182,180,185,0.9138619546917451,0.8986013305107006,0.9286992859092386,0.9908569218111084
2,523288-11,0.876,171,157,145,143,141,0.9020066057354224,0.8806635191978449,0.850499106568197,0.9863207611340138
0,523288-09,0.3587,238,210,189,196,193,0.9332446500975415,0.8830549021699271,0.9338335079867882,0.9877263795345587
4,523860-04,0.8292,140,125,131,89,139,0.8924067145559746,0.8732659953934817,0.7857142857142857,0.9798404723250442
1,523288-10,0.8404,153,126,158,197,131,0.8370044052863436,0.9336398246853964,0.8408852344154117,0.9780474201392002
4,523288-08,0.3352,179,132,125,146,144,0.9019977986338342,0.9281413322219809,0.8082831358385717,1.0
0,523288-06,0.3695,228,169,146,197,147,0.9021844535943172,0.8941095061072899,0.9328933620875152,0.9778094324473019
0,523288-06,0.3511,238,222,211,197,193,0.9182555241599508,0.954337899543379,0.9381568440491085,0.983364945307695
0,523288-10,0.3174,205,165,167,149,148,0.895504165529006,0.9068464861615252,0.9253963493551344,0.9891445790519692
3,523288-11,0.3483,175,136,109,111,132,0.9129655291111017,0.8677708983627482,0.9428571428571428,0.9872179298071434
0,523288-09,0.3833,237,149,140,127,103,0.9363373471261074,0.9158075554561745,0.9189009135223538,0.9807142759011918
2,523288-11,0.3333,179,152,141,141,136,0.8991064764556795,0.8796240738011047,0.9428571428571428,0.9872031768757592
3,523860-10,0.3174,158,150,138,89,149,0.8370044052863436,0.8744335804362255,0.8013842114147647,0.9999562616157536
7,523860-10,0.8127,224,178,174,147,134,0.9030042209815219,0.8746607260537246,0.8217530527453852,1.0
1,523288-08,0.8064,238,143,207,193,193,0.8991036956778109,0.954337899543379,0.9232845844671245,0.9864854800393926
4,523860-04,0.7855,140,134,116,101,122,0.8884593701700164,0.856,0.829267033827794,0.978259222719032
6,523860-04,0.7677,140,125,107,95,108,0.8723496528323157,0.856,0.8493491167148678,0.9745075732990739
4,523288-08,0.8098,157,156,149,131,142,0.8455528386605545,0.88987491771613,0.806938930032459,0.984774808283143
1,523860-01,0.8221,228,214,197,197,193,0.8876098615469475,0.9537070942437078,0.9340903754518635,0.9785154039014284
4,523860-01,0.3851,241,221,211,197,193,0.8878186145191692,0.954337899543379,0.9239411067316478,0.9746843746165511
6,523860-04,0.764,156,130,142,193,193,0.8762226656611855,0.856,0.9192144399598076,0.979156971970232
0,523860-04,0.777,230,125,200,192,193,0.8948865800441965,0.8579143789265097,0.915786625801214,0.9785410862757927
2,523288-09,0.8132,174,155,165,139,142,0.8963241213961266,0.9046092513095543,0.9338784033718386,0.9846846170632072
0,523288-08,0.3174,173,164,109,142,143,0.9089146717790626,0.9258574706888053,0.9428571428571428,0.9851507324537828
0,523288-06,0.3698,234,218,211,197,193,0.9248650679387385,0.954337899543379,0.9348896796499734,0.9825326553003633
0,523288-08,0.3174,182,193,148,128,133,0.9152970413304683,0.9122046224598771,0.9206870453148055,0.9891844000935608
4,523288-08,0.7765,191,222,133,126,176,0.9146064721716481,0.9178565347398709,0.9254108071387964,0.9864560900602802
2,523288-09,0.3916,241,221,129,192,193,0.8957901673023553,0.9019497622058372,0.9272297500572928,0.9879577986846034
5,523860-04,0.3791,214,155,125,197,182,0.8860218382776167,0.856,0.8275679982197669,0.9784422403389832
7,523860-10,0.8104,222,222,177,142,96,0.8460182090653204,0.8781855943358732,0.9070953310312234,1.0
5,523860-10,0.7721,140,179,172,140,148,0.8746654971692989,0.9038637067710232,0.8336279921716127,1.0
4,523860-04,0.7523,140,125,107,89,104,0.8660678957615793,0.856,0.8030429756214933,0.981118774792153
0,523288-08,0.3656,175,140,107,137,127,0.9015068414509598,0.9032109903859045,0.920983223076956,0.9876764387172086
6,523860-01,0.8596,241,132,144,146,144,0.9025779470856212,0.9159465347882572,0.9293781836307723,0.9749917196470308
5,523860-04,0.7017,161,125,117,89,87,0.8823133633817133,0.856,0.8014720628771334,0.9816810803865669
2,523288-11,0.3269,173,166,126,139,134,0.9030339638952488,0.8673322278432176,0.9428571428571428,0.9892840711369161
7,523860-04,0.8159,140,149,110,95,113,0.8752211068783298,0.8647479813003865,0.7994780192421728,1.0
1,523288-10,0.3174,191,178,157,146,142,0.8658900244126059,0.9025326814485163,0.8864952227534401,0.9887416091548287
6,523860-04,0.7884,140,125,133,132,134,0.8865482912063088,0.8567411815822186,0.8127906880108059,1.0
4,523860-04,0.7393,140,125,107,89,97,0.8932144097206747,0.8699488714253061,0.9181842373017159,0.9827592152308027
1,523288-09,0.4075,241,222,188,193,193,0.9117531279974318,0.8785147683950032,0.9329698811007558,0.9848874585744243
0,523288-09,0.3525,167,147,136,133,187,0.9190587852926835,0.8859696434058801,0.9365854866695941,0.9868554228754891
1,523288-09,0.3955,232,222,189,187,189,0.9161542415560386,0.944765253176922,0.918683382008088,0.9913496944587138
4,523288-08,0.4005,161,145,107,136,127,0.9226303493844163,0.900735691075186,0.9113891936533385,0.9884928633901342
5,523860-04,0.796,218,125,109,118,97,0.9000837341930024,0.9173616625162524,0.8014583385937579,0.9807446129194207
5,523288-08,0.3648,198,152,108,135,131,0.9003420568238103,0.9106362825095422,0.9268524558626933,0.9854850610002526
5,523860-04,0.74,220,125,148,113,93,0.8764322642762344,0.856,0.8324790493708345,0.977655024084232
3,523860-01,0.876,241,216,198,197,193,0.9117291095319509,0.954337899543379,0.9316852144540059,0.9743589743589745
4,523860-10,0.7319,186,146,180,142,148,0.8370044052863436,0.8739564456479849,0.8210682091929938,1.0
1,523288-09,0.381,237,147,207,184,191,0.9162991194118458,0.9483145181185579,0.9241337649253096,0.9890625600029557
3,523860-01,0.7912,241,222,201,197,191,0.9070397191579241,0.9433771151415764,0.9264519801437507,0.9782537328281824
5,523288-11,0.3979,165,148,107,133,134,0.9144479667145647,0.8935543637566474,0.9428571428571428,0.9870519274555887
1,523860-01,0.8685,192,128,209,113,193,0.8901634366644642,0.892082501670283,0.9411329945127488,0.9773372763631671
3,523860-10,0.8278,173,197,182,146,149,0.8370044052863436,0.8864015854502463,0.7857142857142857,1.0
6,523860-04,0.8136,140,125,107,124,114,0.8793369936963572,0.856,0.7857142857142857,0.9769426732021892
3,523288-10,0.3174,185,176,171,145,193,0.8866002602086314,0.9404841051713257,0.8701741584536791,0.9863147941480138
6,523288-10,0.3288,182,180,156,136,145,0.8830724352024195,0.8889940681313255,0.8344056050330113,0.9886798422168713
7,523860-04,0.757,140,125,120,102,87,0.8767084964140631,0.856,0.8254028449721871,0.9804765685855146
3,523860-04,0.3174,143,125,107,124,190,0.8688883248827131,0.8618161195442477,0.804507195134588,0.983860235541048
0,523288-08,0.3174,177,166,207,137,130,0.9068339323674052,0.954337899543379,0.91837427071331,0.9872871598862181
1,523860-01,0.3501,239,222,211,197,193,0.8957142977044104,0.954337899543379,0.9302466155287304,0.9753812963788583
2,523288-09,0.3794,241,212,187,186,193,0.9209836825747334,0.948935737714062,0.9330042537290955,0.9915565588332093
3,523288-09,0.3705,178,133,186,197,186,0.8862843477352799,0.8956925146249884,0.9428571428571428,0.989629438313578
1,523288-11,0.3262,176,218,200,137,182,0.9080185915585025,0.856,0.9428571428571428,0.9856904904473848
5,523860-10,0.8665,223,184,182,135,135,0.8370044052863436,0.8825343743463223,0.7857142857142857,1.0
0,523288-08,0.3322,157,164,133,137,138,0.8997599693219689,0.8972847520067793,0.8155605160479668,0.9885945682026067
2,523288-10,0.3174,188,191,136,150,145,0.8896018246810798,0.954337899543379,0.8128972285199438,0.984792156950007
0,523288-11,0.3522,241,173,210,128,138,0.9367088607594936,0.873329645294023,0.9428571428571428,0.9871437788713686
0,523288-10,0.3174,241,192,155,147,143,0.876019149857902,0.8718719579839289,0.8374175943977004,0.9878944353707865
6,523860-10,0.7996,167,175,180,137,148,0.8827322138535091,0.8924340809287569,0.8095139959410927,0.9898996091918814
3,523288-09,0.3933,227,168,124,132,190,0.9068906885918044,0.8844962742993892,0.9221742523702524,0.988978772979726
6,523288-11,0.7544,185,165,155,140,138,0.9055714415975176,0.9059445790155692,0.8883857156090436,0.9855235203176096
1,523860-01,0.876,238,217,211,197,193,0.9060272710458044,0.954337899543379,0.9428571428571428,0.9746012677602993
6,523860-04,0.7903,148,125,133,92,112,0.8707731822073237,0.8835951231996052,0.9211449111375514,0.9787212834606742
2,523860-01,0.846,241,222,205,197,193,0.9058989000037568,0.954337899543379,0.9344100621610171,0.9754883518753064
0,523288-06,0.3905,241,210,211,197,193,0.9211699935733522,0.954337899543379,0.9428571428571428,0.9854914535074901
0,523288-08,0.3174,183,125,139,132,144,0.9107557447420743,0.8885607670184178,0.919129258760684,0.9826420718218254
0,523288-06,0.3174,237,216,205,196,193,0.9367088607594936,0.954337899543379,0.9363539421405694,0.982853759181425
4,523288-08,0.3355,176,160,132,145,130,0.8757252100674661,0.8975787588814789,0.9213966512312776,0.9775312756241085
2,523288-11,0.3357,200,158,140,142,138,0.9111795835435278,0.8933922962618452,0.9359563588801583,0.9855842618276007
1,523288-10,0.777,187,168,170,154,151,0.8370044052863436,0.9049451389843947,0.8732341430017198,0.9803211942721638
1,523860-01,0.7831,239,142,151,155,148,0.885152985015586,0.9104992509089944,0.9406509122400143,0.9752280462750891
3,523860-04,0.3174,152,125,142,110,129,0.8850162817071093,0.856,0.8564592856086567,0.9894117505370418
4,523288-11,0.8091,239,174,164,138,141,0.8875027960061319,0.883066009040423,0.9428571428571428,0.9892979555615546
6,523860-04,0.7853,143,136,132,89,114,0.8880012487612096,0.856,0.804914756133732,0.9799239826352898
4,523860-01,0.825,184,217,193,99,140,0.8828413196754318,0.9172574632704783,0.8336935863253047,0.9743589743589745
5,523860-04,0.7976,151,130,121,92,113,0.86562862681866,0.8726610784434143,0.8270266254577125,0.9771210254843145
7,523860-04,0.8149,230,125,107,139,110,0.8880272354995211,0.856,0.8117093972296728,0.9795447743794475
2,523288-10,0.3174,208,170,167,138,151,0.8913716231267217,0.8984936006107971,0.8471015103438442,0.989934796931806
0,523288-09,0.8059,230,222,202,185,182,0.9273079242489396,0.954337899543379,0.9216313707474587,0.9844112257578141
3,523860-01,0.876,231,204,183,197,193,0.9010593330833504,0.954337899543379,0.9318708960555804,0.9798908173559558
5,523860-10,0.779,140,171,164,130,127,0.8858310093538929,0.9059052997629482,0.7857142857142857,0.990252791614884
2,523288-10,0.7359,205,190,157,151,142,0.8926049439730124,0.954337899543379,0.8845453339328548,0.9892391538431978
1,523288-06,0.3174,233,222,211,197,193,0.9148128322319409,0.954337899543379,0.9283551138922108,0.9891031436714559
2,523288-11,0.369,174,222,173,138,135,0.8961695477307601,0.8888176618347394,0.886232747775268,0.9857393415604054
1,523288-11,0.3174,193,171,149,137,193,0.9172260463001802,0.8997731779307294,0.9315940913774723,0.9891110929835765
6,523288-11,0.3174,194,187,162,127,132,0.9125774250547808,0.8959671356271339,0.9428571428571428,1.0
0,523860-01,0.876,241,165,167,100,193,0.9051951333358127,0.9211610898958646,0.9306190953866093,0.9811857236562185
6,523860-10,0.8005,148,167,172,147,148,0.8370044052863436,0.8980934983761558,0.8159119671963775,1.0
3,523288-10,0.3354,175,187,154,144,150,0.8854554924841197,0.8752862130605422,0.9103499065186536,0.9900863917393068
1,523288-09,0.453,179,213,165,89,193,0.8966939771569726,0.8986144742694565,0.9236545315672682,0.9878267203226484
2,523288-11,0.371,163,222,204,189,137,0.9139720890435351,0.936259326668526,0.9428571428571428,0.9856998839239717
0,523288-06,0.3174,241,219,211,197,193,0.929901844135629,0.954337899543379,0.9419872422585371,0.9766392086699955
0,523288-08,0.3303,177,136,157,195,179,0.9121530847558805,0.9491884222574528,0.9206301689607844,0.9794297911578494
0,523288-06,0.3455,241,220,211,197,193,0.9230515063582093,0.954337899543379,0.9185933914088998,0.9791840502468057
5,523860-04,0.8017,156,128,107,137,104,0.871679648677966,0.8637208386744464,0.7988899458655356,0.9812449580910526
0,523288-09,0.4524,192,150,140,105,139,0.8956765558596544,0.8971680767154483,0.9300859681321159,0.9906740222058982
5,523860-10,0.3174,167,199,179,143,137,0.8370044052863436,0.8871850298839865,0.8055433552328372,1.0
2,523288-11,0.3412,232,221,194,197,135,0.8970527936994821,0.8720192780419567,0.9391594203358574,0.9773105245197615
4,523288-10,0.7337,193,165,107,147,193,0.9086067525040424,0.9208042298159757,0.9019726370792284,1.0
1,523288-10,0.3174,198,162,152,149,141,0.8793494725209355,0.9002733700197463,0.8627084744497859,0.9846318372788347
5,523860-10,0.7816,144,181,167,132,134,0.8410280356676397,0.8840920201332138,0.7857142857142857,1.0
7,523860-10,0.7893,230,200,137,139,138,0.8370044052863436,0.891609377791641,0.7857142857142857,1.0
0,523288-08,0.3174,159,163,157,131,132,0.8816624913370434,0.9030341468784544,0.9124898603683008,0.9782201756151676
5,523860-04,0.8242,140,150,109,99,102,0.8830507773500096,0.870570722437985,0.8412036115163388,0.979299474837351
1,523288-10,0.3174,181,186,173,150,148,0.8921539523623286,0.9249675036858152,0.9119146663732393,0.9894956167145772
1,523860-01,0.8594,241,221,211,197,193,0.9038495634713762,0.954337899543379,0.9248939654064146,0.9743589743589745
1,523860-01,0.8167,234,212,197,193,193,0.8962380224282669,0.954337899543379,0.9390266548352801,0.9763877230601701
3,523860-10,0.7476,209,163,157,145,138,0.8370044052863436,0.8830951088168014,0.8132807189587128,0.9963603184910009
3,523288-06,0.3174,241,152,205,134,193,0.9162570660191034,0.8984385500071593,0.9332144413556221,0.9783246324304158
2,523860-10,0.8099,224,142,179,195,143,0.9005673378627198,0.8818767926329885,0.7914880246440618,1.0
0,523288-09,0.3198,192,172,114,144,143,0.9274467796960403,0.9047832966674754,0.9417685840052613,0.9894506523956071
2,523288-10,0.3222,187,222,168,196,193,0.8832320402188935,0.8998784080132227,0.9420694003676144,0.9902079488021545
1,523860-01,0.8271,241,218,203,195,193,0.8923797300486129,0.954337899543379,0.9274242856992394,0.9840381030221919
0,523288-06,0.3174,238,222,211,197,193,0.9367088607594936,0.8926034809926884,0.9376574927626663,0.9837003728749304
4,523288-08,0.3174,200,158,148,134,131,0.9077684879383878,0.9135357529415984,0.931677289728594,0.9848770757191632
7,523860-10,0.8211,223,189,148,137,135,0.8370044052863436,0.9180833723094541,0.7857142857142857,0.999017832080435
3,523860-01,0.7803,241,217,202,190,193,0.9201209283438083,0.954337899543379,0.9392277234031707,0.9820456033059088
2,523860-01,0.7587,236,220,211,193,186,0.8893375008944935,0.954337899543379,0.9207901760266914,0.9771469000097194
0,523288-09,0.3706,241,220,181,188,187,0.9115615129250975,0.8838344900037854,0.9370361498689135,0.9896845446065619
0,523288-06,0.3604,235,222,211,197,193,0.9367088607594936,0.954337899543379,0.9428571428571428,0.9850939399120366
7,523860-10,0.8366,237,168,180,147,133,0.8904971322458424,0.8941230316397153,0.793880098382016,1.0
5,523288-09,0.3849,241,125,143,190,134,0.9260918227487908,0.8803671202367781,0.939038304331001,0.9911335424509581
2,523288-10,0.804,152,152,176,146,145,0.8370044052863436,0.8859679727174383,0.8294240710023577,0.977905570758181
1,523288-10,0.3174,200,171,164,149,151,0.8912867098485404,0.8922228423569772,0.9000797369087362,0.9885780424776484
6,523860-04,0.7727,140,125,129,89,104,0.8718283475865483,0.856,0.7857142857142857,0.9798811342656707
2,523288-11,0.4404,237,222,202,178,193,0.908626697258582,0.9341302077122672,0.9422821029039657,0.9781250575689556
3,523288-11,0.3948,227,162,197,197,193,0.8915320514145194,0.8774732338161545,0.9351953604329001,0.9755331809609901
5,523288-11,0.3521,169,169,119,137,145,0.8846531653616526,0.8865906691473335,0.8946073614027839,0.9853787241274629
2,523860-01,0.7907,241,221,208,197,193,0.9043966859913172,0.954337899543379,0.9172191127665092,0.977188110842213
5,523860-10,0.7433,236,200,166,130,144,0.8424590642103935,0.893650023207602,0.8257115585157939,1.0
7,523860-04,0.7647,222,130,184,89,121,0.8662436999836415,0.8687904420924183,0.8601486056870776,0.9794926078752766
6,523860-01,0.8442,239,222,205,197,193,0.8918428631851032,0.9473548139525424,0.9394874512596094,0.9769119498889135
2,523288-10,0.3174,184,162,150,143,146,0.873119554697802,0.8884799270154388,0.8856699745015564,0.987704200264428
0,523288-09,0.3662,234,222,111,176,186,0.9367088607594936,0.8782294165808567,0.9352622653716993,0.98772961682883
4,523860-10,0.8111,230,222,211,186,137,0.9115815710052838,0.9415584082147668,0.9182959849679008,1.0
7,523860-04,0.8115,145,125,116,96,91,0.9007607294421544,0.856,0.8202235988815765,0.9782252369698233
0,523288-06,0.3386,241,222,209,197,193,0.9367088607594936,0.954337899543379,0.9172513001017538,0.981164321734292
7,523860-10,0.7587,140,173,175,136,135,0.8370044052863436,0.8947973708167626,0.7857142857142857,1.0
6,523860-10,0.786,233,166,172,197,135,0.8370044052863436,0.8880672459670599,0.7857142857142857,0.9803289384500511
7,523860-10,0.7424,231,202,211,142,189,0.8370044052863436,0.8936872129923558,0.7857142857142857,1.0
3,523288-11,0.397,241,160,149,196,130,0.9086370138773598,0.890312712670898,0.9428571428571428,0.9826236107594878
0,523288-06,0.3174,230,135,208,197,193,0.910059108754879,0.954337899543379,0.9224287637423706,0.9787476032437397
1,523288-11,0.3392,151,170,139,140,133,0.8821346240184093,0.8738550047263122,0.9258772359079798,0.9864511753373086
0,523288-10,0.3174,227,180,117,138,147,0.9089518634246576,0.9034878814554373,0.8895103095845538,0.9888566732279482
1,523288-11,0.3174,154,162,160,130,131,0.8949557985941903,0.8649749274582887,0.9341795407434185,0.9819553653274045
2,523860-04,0.8156,217,213,199,190,190,0.8761903231787672,0.9191723410099594,0.7985404244518017,0.9848251777216751
2,523860-01,0.8461,235,215,211,197,193,0.8822668977692193,0.9354577130245846,0.8441903243881504,0.9862784544719729
1,523288-08,0.3856,185,175,143,129,133,0.8621190972279021,0.9218863341338909,0.9253391765121178,0.9988509080867624
5,523860-04,0.7327,219,205,193,89,119,0.8910828293897521,0.8944207899550826,0.7857142857142857,0.9808108707591519
7,523860-04,0.7747,140,125,164,112,106,0.8370044052863436,0.856,0.8489372717306265,0.9743589743589745
2,523860-10,0.7806,230,222,164,186,144,0.8370044052863436,0.880912120152654,0.915776128023139,1.0
3,523288-09,0.3801,238,222,192,190,193,0.9165359066742248,0.9484394412481739,0.9268559542219206,0.9884094692176102
1,523288-11,0.3545,175,161,159,139,144,0.8989131620579316,0.8659885994174805,0.9283397859547996,0.987409567054626
4,523860-04,0.8503,159,128,107,89,98,0.880624254474417,0.8655497334389755,0.8245291398012563,1.0
4,523860-04,0.3228,140,125,135,93,102,0.8900202366714096,0.856,0.8109411945751163,0.9816511030743083
3,523860-04,0.7439,222,143,107,188,134,0.8945363452103787,0.865539879334772,0.7892867086086855,0.9800498709752936
0,523288-08,0.3174,175,171,143,129,133,0.9367088607594936,0.8892329458594317,0.921223436542846,0.987987863300829
0,523288-06,0.3174,229,217,209,190,193,0.9166790155034031,0.954337899543379,0.9199730080532993,0.986331130903274
2,523860-01,0.8501,240,222,200,196,185,0.9043449423818911,0.954337899543379,0.9428571428571428,0.9743589743589745
7,523860-10,0.8094,143,182,181,136,146,0.8370044052863436,0.9020758835378985,0.8124299868196487,1.0
0,523288-08,0.3174,182,159,135,137,128,0.862788577889073,0.8839217275733144,0.7997440508339544,0.986971579190403
1,523288-08,0.3174,173,222,116,190,193,0.9085578053325374,0.9430886481834416,0.9234193664862298,0.9891455294878025
3,523288-10,0.3174,241,222,211,197,193,0.8832995037244481,0.954337899543379,0.9428571428571428,0.9896482525034271
0,523288-10,0.3174,224,125,157,142,144,0.8896320463449788,0.9030385247022682,0.8918165483099224,0.9810331852006833
4,523860-01,0.876,241,218,211,197,193,0.8771015145109207,0.954337899543379,0.9428571428571428,0.9766765198036819
2,523288-10,0.3174,200,182,149,146,127,0.8827146365633134,0.9283035517404299,0.8760243969762845,0.9853561871295243
6,523860-04,0.7887,140,125,107,121,121,0.8851414793514042,0.856,0.7857142857142857,0.9780080792916631
0,523288-09,0.4487,235,162,135,197,193,0.9105956200862627,0.8639900371188443,0.9329078669113626,0.988611244934119
2,523288-11,0.3753,241,196,195,135,128,0.9217548573787614,0.8870499580168406,0.9428571428571428,0.9855942567016618
4,523288-09,0.876,236,137,189,136,138,0.9002983809377861,0.8733741505023822,0.9193892323528925,1.0
6,523860-04,0.3174,140,125,144,138,120,0.8759587244273067,0.856,0.8588929838918427,0.9786867299107306
0,523288-08,0.3174,206,181,132,123,137,0.8818432418985002,0.9259475921354836,0.9149706129209592,1.0
0,523288-06,0.3174,241,221,211,197,193,0.9367088607594936,0.954337899543379,0.9371394007482912,0.9807674000009864
0,523288-08,0.3355,199,158,151,135,129,0.8910973149381824,0.9244297651851437,0.927717529484315,0.9860405065886274
2,523860-10,0.7585,157,170,137,98,136,0.8896309881728696,0.886830878225384,0.7857142857142857,0.9874224804516285
1,523288-10,0.3174,211,175,162,150,142,0.9080251136906654,0.91501554426133,0.9179241423044464,0.987578261090699
7,523288-11,0.3602,225,216,135,141,141,0.9036030597057972,0.8982339533663439,0.9406495492166103,0.9863378796400183
0,523288-06,0.318,239,222,208,197,193,0.933362742552367,0.954337899543379,0.9251108258730014,0.9828407436583696
