,DS_85_port1_Return Loss_Result,DS_85_port1_Insertion Loss_Result,DS_85_port1_Insertion Tilt_Result,DS_85_port1_Isolation_Result,DS_85_port1_Max Delta 1_Result,DS_85_port1_Max Delta 2_Result,DS_85_port2_Return Loss_Result,DS_85_port2_Insertion Loss_Result,DS_85_port2_Insertion Tilt_Result,DS_85_port2_Isolation_Result,DS_85_port2_Max Delta 1_Result,DS_85_port4_Max Delta 2_Result,DS_85_port4_PORT-4_Result,DS_85_port4_Return Loss_Result,DS_85_port4_Insertion Loss_Result,DS_85_port4_Insertion Tilt_Result,DS_204_port1_Return Loss_Result,DS_204_port1_Insertion Loss_Result,DS_204_port1_Insertion Tilt_Result,DS_204_port1_Isolation_Result,DS_204_port1_Max Delta 1_Result,DS_204_port1_Max Delta 2_Result,DS_204_port2_Return Loss_Result,DS_204_port2_Insertion Loss_Result,DS_204_port2_Insertion Tilt_Result,DS_204_port2_Isolation_Result,DS_204_port2_Max Delta 1_Result,DS_204_port4_Max Delta 2_Result,DS_204_port4_PORT-4_Result,DS_204_port4_Return Loss_Result,DS_204_port4_Insertion Loss_Result,DS_204_port4_Insertion Tilt_Result,US_85_port1_Return Loss_Result,US_85_port1_Insertion Loss_Result,US_85_port1_PORT-2_Result,US_85_port2_Insertion Loss_Result,US_85_port2_PORT-3_Result,US_85_port3_Insertion Loss_Result,US_85_port3_PORT-4_Result,US_85_port4_Insertion Loss_Result,US_85_port4_----------------------------------------_Result,US_204_port1_Return Loss_Result,US_204_port1_Insertion Loss_Result,US_204_port1_PORT-2_Result,US_204_port2_Insertion Loss_Result,US_204_port2_PORT-3_Result,US_204_port3_Insertion Loss_Result,US_204_port3_PORT-4_Result,US_204_port4_Insertion Loss_Result,US_204_port4_----------------------------------------_Result,kpi
105210112132,-15.08,-15.08,-15.08,-15.08,-15.08,-15.08,-15.05,-15.05,-15.05,-15.05,-15.05,1.8,1.8,1.8,1.8,1.8,-15.71,-15.71,-15.71,-15.71,-15.71,-15.71,-15.24,-15.24,-15.24,-15.24,-15.24,1.02,1.02,1.02,1.02,1.02,-16.73,-16.73,-16.73,11.25,11.25,11.25,11.25,11.24,11.24,-15.2,-15.2,-15.2,11.04,11.04,11.04,11.04,11.03,11.03,PASSED
105205110814,-16.7,-16.7,-16.7,-16.7,-16.7,-16.7,-16.09,-16.09,-16.09,-16.09,-16.09,1.33,1.33,1.33,1.33,1.33,-15.65,-15.65,-15.65,-15.65,-15.65,-15.65,-15.08,-15.08,-15.08,-15.08,-15.08,0.8,0.8,0.8,0.8,0.8,-16.45,-16.45,-16.45,11.04,11.04,11.13,11.13,11.17,11.17,-15.24,-15.24,-15.24,11.22,11.22,11.06,11.06,10.78,10.78,FAILED
105205210266,-15.89,-15.89,-15.89,-15.89,-15.89,-15.89,-15.95,-15.95,-15.95,-15.95,-15.95,0.48,0.48,0.48,0.48,0.48,-16.57,-16.57,-16.57,-16.57,-16.57,-16.57,-16.57,-16.57,-16.57,-16.57,-16.57,0.8,0.8,0.8,0.8,0.8,-17.37,-17.37,-17.37,10.86,10.86,11.06,11.06,11.06,11.06,-16.1,-16.1,-16.1,11.16,11.16,11.43,11.43,11.42,11.42,PASSED
105203611040,-16.26,-16.26,-16.26,-16.26,-16.26,-16.26,-16.21,-16.21,-16.21,-16.21,-16.21,0.49,0.49,0.49,0.49,0.49,-17.03,-17.03,-17.03,-17.03,-17.03,-17.03,-17.09,-17.09,-17.09,-17.09,-17.09,0.99,0.99,0.99,0.99,0.99,-16.26,-16.26,-16.26,11.0,11.0,11.31,11.31,11.3,11.3,-15.78,-15.78,-15.78,11.17,11.17,11.17,11.17,11.15,11.15,PASSED
105204610546,-17.92,-17.92,-17.92,-17.92,-17.92,-17.92,-15.13,-15.13,-15.13,-15.13,-15.13,1.55,1.55,1.55,1.55,1.55,-15.88,-15.88,-15.88,-15.88,-15.88,-15.88,-15.61,-15.61,-15.61,-15.61,-15.61,1.23,1.23,1.23,1.23,1.23,-16.66,-16.66,-16.66,10.76,10.76,10.61,10.61,10.76,10.76,-16.25,-16.25,-16.25,10.95,10.95,10.78,10.78,11.03,11.03,PASSED
105210111967,-16.32,-16.32,-16.32,-16.32,-16.32,-16.32,-16.38,-16.38,-16.38,-16.38,-16.38,1.11,1.11,1.11,1.11,1.11,-15.2,-15.2,-15.2,-15.2,-15.2,-15.2,-15.2,-15.2,-15.2,-15.2,-15.2,1.01,1.01,1.01,1.01,1.01,-16.82,-16.82,-16.82,10.79,10.79,10.78,10.78,10.78,10.78,-15.03,-15.03,-15.03,10.77,10.77,10.87,10.87,10.6,10.6,PASSED
105205210328,-15.24,-15.24,-15.24,-15.24,-15.24,-15.24,-15.7,-15.7,-15.7,-15.7,-15.7,1.28,1.28,1.28,1.28,1.28,-15.12,-15.12,-15.12,-15.12,-15.12,-15.12,-15.15,-15.15,-15.15,-15.15,-15.15,1.22,1.22,1.22,1.22,1.22,-17.22,-17.22,-17.22,11.15,11.15,11.24,11.24,10.98,10.98,-15.22,-15.22,-15.22,11.41,11.41,11.33,11.33,11.34,11.34,PASSED
105210311418,-16.39,-16.39,-16.39,-16.39,-16.39,-16.39,-15.72,-15.72,-15.72,-15.72,-15.72,1.26,1.26,1.26,1.26,1.26,-15.13,-15.13,-15.13,-15.13,-15.13,-15.13,-15.64,-15.64,-15.64,-15.64,-15.64,0.86,0.86,0.86,0.86,0.86,-15.84,-15.84,-15.84,10.81,10.81,11.04,11.04,11.04,11.04,-15.49,-15.49,-15.49,11.1,11.1,10.94,10.94,10.9,10.9,PASSED
105205110754,-15.29,-15.29,-15.29,-15.29,-15.29,-15.29,-15.29,-15.29,-15.29,-15.29,-15.29,1.14,1.14,1.14,1.14,1.14,-15.17,-15.17,-15.17,-15.17,-15.17,-15.17,-15.18,-15.18,-15.18,-15.18,-15.18,1.18,1.18,1.18,1.18,1.18,-15.32,-15.32,-15.32,11.03,11.03,11.02,11.02,11.02,11.02,-15.76,-15.76,-15.76,10.88,10.88,11.05,11.05,10.65,10.65,FAILED
105205110841,-15.37,-15.37,-15.37,-15.37,-15.37,-15.37,-15.79,-15.79,-15.79,-15.79,-15.79,0.69,0.69,0.69,0.69,0.69,-15.9,-15.9,-15.9,-15.9,-15.9,-15.9,-15.9,-15.9,-15.9,-15.9,-15.9,0.68,0.68,0.68,0.68,0.68,-16.94,-16.94,-16.94,11.15,11.15,11.15,11.15,11.15,11.15,-15.26,-15.26,-15.26,11.2,11.2,11.21,11.21,11.1,11.1,PASSED
105210112043,-15.62,-15.62,-15.62,-15.62,-15.62,-15.62,-15.64,-15.64,-15.64,-15.64,-15.64,0.6,0.6,0.6,0.6,0.6,-15.24,-15.24,-15.24,-15.24,-15.24,-15.24,-15.61,-15.61,-15.61,-15.61,-15.61,1.46,1.46,1.46,1.46,1.46,-17.02,-17.02,-17.02,11.22,11.22,11.22,11.22,11.22,11.22,-15.59,-15.59,-15.59,11.1,11.1,11.25,11.25,11.26,11.26,PASSED
105210111995,-15.12,-15.12,-15.12,-15.12,-15.12,-15.12,-16.08,-16.08,-16.08,-16.08,-16.08,1.6,1.6,1.6,1.6,1.6,-15.1,-15.1,-15.1,-15.1,-15.1,-15.1,-15.73,-15.73,-15.73,-15.73,-15.73,1.39,1.39,1.39,1.39,1.39,-17.17,-17.17,-17.17,11.0,11.0,11.01,11.01,10.88,10.88,-16.13,-16.13,-16.13,11.07,11.07,11.12,11.12,11.1,11.1,PASSED
105205210506,-16.91,-16.91,-16.91,-16.91,-16.91,-16.91,-15.53,-15.53,-15.53,-15.53,-15.53,0.56,0.56,0.56,0.56,0.56,-15.3,-15.3,-15.3,-15.3,-15.3,-15.3,-15.79,-15.79,-15.79,-15.79,-15.79,0.85,0.85,0.85,0.85,0.85,-17.25,-17.25,-17.25,11.03,11.03,10.84,10.84,11.25,11.25,-15.93,-15.93,-15.93,11.12,11.12,11.13,11.13,11.12,11.12,PASSED
105204610539,-16.27,-16.27,-16.27,-16.27,-16.27,-16.27,-16.33,-16.33,-16.33,-16.33,-16.33,0.91,0.91,0.91,0.91,0.91,-17.26,-17.26,-17.26,-17.26,-17.26,-17.26,-16.44,-16.44,-16.44,-16.44,-16.44,0.71,0.71,0.71,0.71,0.71,-16.9,-16.9,-16.9,10.98,10.98,11.01,11.01,10.83,10.83,-16.35,-16.35,-16.35,10.96,10.96,11.13,11.13,11.1,11.1,PASSED
105205210292,-16.34,-16.34,-16.34,-16.34,-16.34,-16.34,-16.37,-16.37,-16.37,-16.37,-16.37,1.62,1.62,1.62,1.62,1.62,-16.74,-16.74,-16.74,-16.74,-16.74,-16.74,-16.74,-16.74,-16.74,-16.74,-16.74,0.9,0.9,0.9,0.9,0.9,-17.07,-17.07,-17.07,11.4,11.4,11.39,11.39,11.41,11.41,-16.29,-16.29,-16.29,11.01,11.01,11.01,11.01,11.0,11.0,PASSED
105205210537,-15.21,-15.21,-15.21,-15.21,-15.21,-15.21,-15.21,-15.21,-15.21,-15.21,-15.21,0.97,0.97,0.97,0.97,0.97,-16.62,-16.62,-16.62,-16.62,-16.62,-16.62,-16.15,-16.15,-16.15,-16.15,-16.15,0.86,0.86,0.86,0.86,0.86,-17.43,-17.43,-17.43,11.02,11.02,10.64,10.64,10.63,10.63,-15.55,-15.55,-15.55,11.36,11.36,11.08,11.08,11.07,11.07,PASSED
105204210789,-15.65,-15.65,-15.65,-15.65,-15.65,-15.65,-16.29,-16.29,-16.29,-16.29,-16.29,0.43,0.43,0.43,0.43,0.43,-15.85,-15.85,-15.85,-15.85,-15.85,-15.85,-15.47,-15.47,-15.47,-15.47,-15.47,0.78,0.78,0.78,0.78,0.78,-15.99,-15.99,-15.99,10.88,10.88,10.76,10.76,10.54,10.54,-15.53,-15.53,-15.53,11.19,11.19,10.97,10.97,10.99,10.99,PASSED
105205210233,-15.77,-15.77,-15.77,-15.77,-15.77,-15.77,-15.44,-15.44,-15.44,-15.44,-15.44,0.87,0.87,0.87,0.87,0.87,-15.07,-15.07,-15.07,-15.07,-15.07,-15.07,-16.32,-16.32,-16.32,-16.32,-16.32,0.65,0.65,0.65,0.65,0.65,-17.01,-17.01,-17.01,11.05,11.05,10.6,10.6,10.74,10.74,-16.27,-16.27,-16.27,11.06,11.06,10.79,10.79,10.99,10.99,PASSED
105204610464,-15.11,-15.11,-15.11,-15.11,-15.11,-15.11,-17.19,-17.19,-17.19,-17.19,-17.19,0.87,0.87,0.87,0.87,0.87,-16.22,-16.22,-16.22,-16.22,-16.22,-16.22,-17.49,-17.49,-17.49,-17.49,-17.49,0.79,0.79,0.79,0.79,0.79,-15.81,-15.81,-15.81,10.72,10.72,11.15,11.15,10.74,10.74,-15.33,-15.33,-15.33,11.09,11.09,11.41,11.41,10.89,10.89,PASSED
105205210481,-15.51,-15.51,-15.51,-15.51,-15.51,-15.51,-16.09,-16.09,-16.09,-16.09,-16.09,1.31,1.31,1.31,1.31,1.31,-15.04,-15.04,-15.04,-15.04,-15.04,-15.04,-17.2,-17.2,-17.2,-17.2,-17.2,1.17,1.17,1.17,1.17,1.17,-17.04,-17.04,-17.04,10.76,10.76,10.8,10.8,10.66,10.66,-15.55,-15.55,-15.55,11.09,11.09,11.01,11.01,10.88,10.88,PASSED
105204210925,-16.2,-16.2,-16.2,-16.2,-16.2,-16.2,-16.22,-16.22,-16.22,-16.22,-16.22,0.9,0.9,0.9,0.9,0.9,-15.19,-15.19,-15.19,-15.19,-15.19,-15.19,-15.21,-15.21,-15.21,-15.21,-15.21,0.98,0.98,0.98,0.98,0.98,-16.93,-16.93,-16.93,11.09,11.09,11.07,11.07,11.07,11.07,-16.07,-16.07,-16.07,11.18,11.18,11.18,11.18,11.15,11.15,PASSED
105210112039,-16.52,-16.52,-16.52,-16.52,-16.52,-16.52,-16.46,-16.46,-16.46,-16.46,-16.46,0.94,0.94,0.94,0.94,0.94,-15.18,-15.18,-15.18,-15.18,-15.18,-15.18,-15.19,-15.19,-15.19,-15.19,-15.19,0.84,0.84,0.84,0.84,0.84,-16.37,-16.37,-16.37,10.93,10.93,10.93,10.93,10.92,10.92,-15.29,-15.29,-15.29,11.04,11.04,11.04,11.04,11.05,11.05,PASSED
105205210029,-15.05,-15.05,-15.05,-15.05,-15.05,-15.05,-16.08,-16.08,-16.08,-16.08,-16.08,1.06,1.06,1.06,1.06,1.06,-15.95,-15.95,-15.95,-15.95,-15.95,-15.95,-15.33,-15.33,-15.33,-15.33,-15.33,0.87,0.87,0.87,0.87,0.87,-16.63,-16.63,-16.63,10.69,10.69,10.9,10.9,10.42,10.42,-15.86,-15.86,-15.86,10.9,10.9,11.01,11.01,10.68,10.68,PASSED
105205210155,-16.22,-16.22,-16.22,-16.22,-16.22,-16.22,-16.21,-16.21,-16.21,-16.21,-16.21,1.7,1.7,1.7,1.7,1.7,-15.27,-15.27,-15.27,-15.27,-15.27,-15.27,-15.3,-15.3,-15.3,-15.3,-15.3,0.73,0.73,0.73,0.73,0.73,-16.29,-16.29,-16.29,11.23,11.23,11.23,11.23,11.23,11.23,-15.89,-15.89,-15.89,10.91,10.91,10.87,10.87,10.67,10.67,PASSED
105205210428,-15.76,-15.76,-15.76,-15.76,-15.76,-15.76,-15.54,-15.54,-15.54,-15.54,-15.54,0.79,0.79,0.79,0.79,0.79,-15.82,-15.82,-15.82,-15.82,-15.82,-15.82,-15.47,-15.47,-15.47,-15.47,-15.47,1.85,1.85,1.85,1.85,1.85,-17.59,-17.59,-17.59,10.52,10.52,10.8,10.8,10.8,10.8,-16.65,-16.65,-16.65,11.27,11.27,11.11,11.11,10.82,10.82,PASSED
105205210332,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-15.96,-15.96,-15.96,-15.96,-15.96,1.11,1.11,1.11,1.11,1.11,-16.98,-16.98,-16.98,-16.98,-16.98,-16.98,-15.69,-15.69,-15.69,-15.69,-15.69,0.98,0.98,0.98,0.98,0.98,-17.19,-17.19,-17.19,10.58,10.58,10.88,10.88,10.62,10.62,-15.04,-15.04,-15.04,10.61,10.61,10.91,10.91,10.63,10.63,PASSED
105205110753,-15.3,-15.3,-15.3,-15.3,-15.3,-15.3,-16.48,-16.48,-16.48,-16.48,-16.48,1.17,1.17,1.17,1.17,1.17,-15.41,-15.41,-15.41,-15.41,-15.41,-15.41,-15.35,-15.35,-15.35,-15.35,-15.35,1.08,1.08,1.08,1.08,1.08,-16.13,-16.13,-16.13,10.68,10.68,10.54,10.54,11.25,11.25,-15.88,-15.88,-15.88,10.72,10.72,11.3,11.3,11.02,11.02,PASSED
105210112135,-15.61,-15.61,-15.61,-15.61,-15.61,-15.61,-15.63,-15.63,-15.63,-15.63,-15.63,0.84,0.84,0.84,0.84,0.84,-15.32,-15.32,-15.32,-15.32,-15.32,-15.32,-16.41,-16.41,-16.41,-16.41,-16.41,1.48,1.48,1.48,1.48,1.48,-17.35,-17.35,-17.35,11.28,11.28,10.99,10.99,10.99,10.99,-15.11,-15.11,-15.11,11.35,11.35,11.28,11.28,11.05,11.05,FAILED
105204610563,-16.86,-16.86,-16.86,-16.86,-16.86,-16.86,-16.85,-16.85,-16.85,-16.85,-16.85,0.62,0.62,0.62,0.62,0.62,-15.82,-15.82,-15.82,-15.82,-15.82,-15.82,-15.89,-15.89,-15.89,-15.89,-15.89,0.87,0.87,0.87,0.87,0.87,-16.42,-16.42,-16.42,10.6,10.6,10.6,10.6,10.6,10.6,-16.25,-16.25,-16.25,10.87,10.87,10.86,10.86,10.87,10.87,FAILED
105210111956,-15.56,-15.56,-15.56,-15.56,-15.56,-15.56,-15.55,-15.55,-15.55,-15.55,-15.55,1.34,1.34,1.34,1.34,1.34,-16.67,-16.67,-16.67,-16.67,-16.67,-16.67,-16.66,-16.66,-16.66,-16.66,-16.66,1.36,1.36,1.36,1.36,1.36,-16.78,-16.78,-16.78,11.08,11.08,10.92,10.92,10.86,10.86,-15.06,-15.06,-15.06,11.23,11.23,11.21,11.21,11.03,11.03,PASSED
105201610264,-16.52,-16.52,-16.52,-16.52,-16.52,-16.52,-16.28,-16.28,-16.28,-16.28,-16.28,1.38,1.38,1.38,1.38,1.38,-16.38,-16.38,-16.38,-16.38,-16.38,-16.38,-15.14,-15.14,-15.14,-15.14,-15.14,1.23,1.23,1.23,1.23,1.23,-18.1,-18.1,-18.1,10.79,10.79,10.71,10.71,10.53,10.53,-15.73,-15.73,-15.73,10.97,10.97,10.94,10.94,10.84,10.84,PASSED
105204610647,-15.89,-15.89,-15.89,-15.89,-15.89,-15.89,-16.63,-16.63,-16.63,-16.63,-16.63,1.12,1.12,1.12,1.12,1.12,-15.47,-15.47,-15.47,-15.47,-15.47,-15.47,-15.64,-15.64,-15.64,-15.64,-15.64,0.92,0.92,0.92,0.92,0.92,-18.1,-18.1,-18.1,10.81,10.81,10.94,10.94,10.58,10.58,-15.17,-15.17,-15.17,10.97,10.97,11.18,11.18,10.8,10.8,PASSED
105204610552,-17.32,-17.32,-17.32,-17.32,-17.32,-17.32,-16.46,-16.46,-16.46,-16.46,-16.46,1.02,1.02,1.02,1.02,1.02,-15.1,-15.1,-15.1,-15.1,-15.1,-15.1,-15.06,-15.06,-15.06,-15.06,-15.06,0.89,0.89,0.89,0.89,0.89,-17.46,-17.46,-17.46,11.02,11.02,10.91,10.91,10.71,10.71,-15.89,-15.89,-15.89,11.25,11.25,11.26,11.26,11.27,11.27,PASSED
105205210145,-15.21,-15.21,-15.21,-15.21,-15.21,-15.21,-15.26,-15.26,-15.26,-15.26,-15.26,0.5,0.5,0.5,0.5,0.5,-16.65,-16.65,-16.65,-16.65,-16.65,-16.65,-16.69,-16.69,-16.69,-16.69,-16.69,0.9,0.9,0.9,0.9,0.9,-17.44,-17.44,-17.44,10.83,10.83,10.81,10.81,10.81,10.81,-15.38,-15.38,-15.38,11.1,11.1,11.1,11.1,11.09,11.09,PASSED
105210112000,-15.05,-15.05,-15.05,-15.05,-15.05,-15.05,-15.06,-15.06,-15.06,-15.06,-15.06,1.08,1.08,1.08,1.08,1.08,-15.26,-15.26,-15.26,-15.26,-15.26,-15.26,-15.27,-15.27,-15.27,-15.27,-15.27,1.0,1.0,1.0,1.0,1.0,-17.26,-17.26,-17.26,10.65,10.65,10.65,10.65,10.65,10.65,-15.63,-15.63,-15.63,11.13,11.13,11.13,11.13,11.14,11.14,PASSED
105210310990,-15.93,-15.93,-15.93,-15.93,-15.93,-15.93,-15.09,-15.09,-15.09,-15.09,-15.09,1.15,1.15,1.15,1.15,1.15,-17.07,-17.07,-17.07,-17.07,-17.07,-17.07,-17.11,-17.11,-17.11,-17.11,-17.11,0.91,0.91,0.91,0.91,0.91,-16.5,-16.5,-16.5,11.0,11.0,11.03,11.03,10.78,10.78,-15.58,-15.58,-15.58,11.12,11.12,11.2,11.2,11.04,11.04,PASSED
105205210260,-15.99,-15.99,-15.99,-15.99,-15.99,-15.99,-17.0,-17.0,-17.0,-17.0,-17.0,1.16,1.16,1.16,1.16,1.16,-15.55,-15.55,-15.55,-15.55,-15.55,-15.55,-16.63,-16.63,-16.63,-16.63,-16.63,1.01,1.01,1.01,1.01,1.01,-16.99,-16.99,-16.99,11.01,11.01,11.2,11.2,10.76,10.76,-15.44,-15.44,-15.44,11.05,11.05,10.95,10.95,10.95,10.95,PASSED
105205110956,-16.74,-16.74,-16.74,-16.74,-16.74,-16.74,-16.78,-16.78,-16.78,-16.78,-16.78,1.4,1.4,1.4,1.4,1.4,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.34,-16.34,-16.34,-16.34,1.19,1.19,1.19,1.19,1.19,-15.09,-15.09,-15.09,11.37,11.37,11.36,11.36,11.37,11.37,-15.91,-15.91,-15.91,11.24,11.24,11.24,11.24,11.24,11.24,PASSED
105205210333,-17.77,-17.77,-17.77,-17.77,-17.77,-17.77,-17.82,-17.82,-17.82,-17.82,-17.82,0.85,0.85,0.85,0.85,0.85,-15.49,-15.49,-15.49,-15.49,-15.49,-15.49,-15.48,-15.48,-15.48,-15.48,-15.48,0.87,0.87,0.87,0.87,0.87,-15.54,-15.54,-15.54,11.15,11.15,11.16,11.16,11.17,11.17,-15.33,-15.33,-15.33,11.15,11.15,11.15,11.15,11.14,11.14,PASSED
105204410643,-16.25,-16.25,-16.25,-16.25,-16.25,-16.25,-15.23,-15.23,-15.23,-15.23,-15.23,1.23,1.23,1.23,1.23,1.23,-15.52,-15.52,-15.52,-15.52,-15.52,-15.52,-15.03,-15.03,-15.03,-15.03,-15.03,0.91,0.91,0.91,0.91,0.91,-16.92,-16.92,-16.92,10.72,10.72,10.7,10.7,10.31,10.31,-15.07,-15.07,-15.07,10.99,10.99,10.35,10.35,10.61,10.61,FAILED
105205110780,-17.08,-17.08,-17.08,-17.08,-17.08,-17.08,-16.95,-16.95,-16.95,-16.95,-16.95,1.07,1.07,1.07,1.07,1.07,-15.39,-15.39,-15.39,-15.39,-15.39,-15.39,-16.34,-16.34,-16.34,-16.34,-16.34,0.9,0.9,0.9,0.9,0.9,-16.64,-16.64,-16.64,10.88,10.88,10.99,10.99,10.41,10.41,-15.54,-15.54,-15.54,11.03,11.03,11.32,11.32,10.91,10.91,FAILED
105201510222,-16.15,-16.15,-16.15,-16.15,-16.15,-16.15,-16.2,-16.2,-16.2,-16.2,-16.2,1.41,1.41,1.41,1.41,1.41,-15.07,-15.07,-15.07,-15.07,-15.07,-15.07,-15.35,-15.35,-15.35,-15.35,-15.35,1.16,1.16,1.16,1.16,1.16,-16.62,-16.62,-16.62,10.68,10.68,10.81,10.81,10.29,10.29,-15.06,-15.06,-15.06,10.73,10.73,10.88,10.88,10.56,10.56,PASSED
105201510174,-16.96,-16.96,-16.96,-16.96,-16.96,-16.96,-16.96,-16.96,-16.96,-16.96,-16.96,0.5,0.5,0.5,0.5,0.5,-16.71,-16.71,-16.71,-16.71,-16.71,-16.71,-16.77,-16.77,-16.77,-16.77,-16.77,0.79,0.79,0.79,0.79,0.79,-17.7,-17.7,-17.7,10.92,10.92,10.92,10.92,10.93,10.93,-16.16,-16.16,-16.16,11.15,11.15,11.14,11.14,11.15,11.15,PASSED
105205110975,-15.33,-15.33,-15.33,-15.33,-15.33,-15.33,-15.33,-15.33,-15.33,-15.33,-15.33,0.82,0.82,0.82,0.82,0.82,-15.4,-15.4,-15.4,-15.4,-15.4,-15.4,-15.44,-15.44,-15.44,-15.44,-15.44,0.95,0.95,0.95,0.95,0.95,-16.33,-16.33,-16.33,10.77,10.77,10.77,10.77,10.77,10.77,-15.32,-15.32,-15.32,10.92,10.92,10.92,10.92,10.93,10.93,PASSED
105205210060,-15.06,-15.06,-15.06,-15.06,-15.06,-15.06,-15.47,-15.47,-15.47,-15.47,-15.47,1.56,1.56,1.56,1.56,1.56,-15.58,-15.58,-15.58,-15.58,-15.58,-15.58,-16.76,-16.76,-16.76,-16.76,-16.76,0.9,0.9,0.9,0.9,0.9,-17.12,-17.12,-17.12,11.22,11.22,10.91,10.91,10.63,10.63,-15.97,-15.97,-15.97,11.26,11.26,11.0,11.0,10.74,10.74,FAILED
105205210496,-15.07,-15.07,-15.07,-15.07,-15.07,-15.07,-16.04,-16.04,-16.04,-16.04,-16.04,0.83,0.83,0.83,0.83,0.83,-16.44,-16.44,-16.44,-16.44,-16.44,-16.44,-15.15,-15.15,-15.15,-15.15,-15.15,0.73,0.73,0.73,0.73,0.73,-16.67,-16.67,-16.67,11.01,11.01,11.27,11.27,11.04,11.04,-15.05,-15.05,-15.05,11.31,11.31,11.31,11.31,11.23,11.23,PASSED
105210311307,-16.88,-16.88,-16.88,-16.88,-16.88,-16.88,-15.68,-15.68,-15.68,-15.68,-15.68,1.11,1.11,1.11,1.11,1.11,-15.36,-15.36,-15.36,-15.36,-15.36,-15.36,-15.04,-15.04,-15.04,-15.04,-15.04,1.22,1.22,1.22,1.22,1.22,-16.4,-16.4,-16.4,10.66,10.66,10.69,10.69,10.57,10.57,-16.21,-16.21,-16.21,10.99,10.99,11.12,11.12,11.01,11.01,PASSED
105201510319,-15.81,-15.81,-15.81,-15.81,-15.81,-15.81,-15.78,-15.78,-15.78,-15.78,-15.78,0.89,0.89,0.89,0.89,0.89,-15.27,-15.27,-15.27,-15.27,-15.27,-15.27,-15.28,-15.28,-15.28,-15.28,-15.28,0.84,0.84,0.84,0.84,0.84,-16.2,-16.2,-16.2,10.83,10.83,10.82,10.82,10.83,10.83,-15.45,-15.45,-15.45,11.19,11.19,11.2,11.2,11.19,11.19,PASSED
105205210383,-16.38,-16.38,-16.38,-16.38,-16.38,-16.38,-18.35,-18.35,-18.35,-18.35,-18.35,0.83,0.83,0.83,0.83,0.83,-15.05,-15.05,-15.05,-15.05,-15.05,-15.05,-17.07,-17.07,-17.07,-17.07,-17.07,0.68,0.68,0.68,0.68,0.68,-17.61,-17.61,-17.61,10.89,10.89,10.79,10.79,10.53,10.53,-15.14,-15.14,-15.14,10.92,10.92,11.01,11.01,10.57,10.57,PASSED
105210311014,-16.64,-16.64,-16.64,-16.64,-16.64,-16.64,-15.64,-15.64,-15.64,-15.64,-15.64,1.0,1.0,1.0,1.0,1.0,-15.53,-15.53,-15.53,-15.53,-15.53,-15.53,-16.37,-16.37,-16.37,-16.37,-16.37,1.02,1.02,1.02,1.02,1.02,-16.52,-16.52,-16.52,11.13,11.13,10.96,10.96,10.84,10.84,-15.65,-15.65,-15.65,11.32,11.32,11.31,11.31,11.08,11.08,PASSED
105204410966,-16.56,-16.56,-16.56,-16.56,-16.56,-16.56,-15.82,-15.82,-15.82,-15.82,-15.82,1.34,1.34,1.34,1.34,1.34,-15.78,-15.78,-15.78,-15.78,-15.78,-15.78,-15.84,-15.84,-15.84,-15.84,-15.84,1.14,1.14,1.14,1.14,1.14,-17.5,-17.5,-17.5,10.69,10.69,10.71,10.71,10.37,10.37,-15.19,-15.19,-15.19,10.9,10.9,10.76,10.76,10.46,10.46,PASSED
105210310925,-15.15,-15.15,-15.15,-15.15,-15.15,-15.15,-15.23,-15.23,-15.23,-15.23,-15.23,1.41,1.41,1.41,1.41,1.41,-15.11,-15.11,-15.11,-15.11,-15.11,-15.11,-15.11,-15.11,-15.11,-15.11,-15.11,1.38,1.38,1.38,1.38,1.38,-16.12,-16.12,-16.12,10.72,10.72,11.13,11.13,11.13,11.13,-15.27,-15.27,-15.27,10.76,10.76,11.2,11.2,11.2,11.2,PASSED
105205210509,-15.59,-15.59,-15.59,-15.59,-15.59,-15.59,-17.07,-17.07,-17.07,-17.07,-17.07,1.41,1.41,1.41,1.41,1.41,-15.18,-15.18,-15.18,-15.18,-15.18,-15.18,-18.2,-18.2,-18.2,-18.2,-18.2,1.22,1.22,1.22,1.22,1.22,-16.13,-16.13,-16.13,10.97,10.97,10.73,10.73,10.53,10.53,-15.67,-15.67,-15.67,11.04,11.04,10.99,10.99,10.9,10.9,FAILED
105201510332,-15.83,-15.83,-15.83,-15.83,-15.83,-15.83,-15.83,-15.83,-15.83,-15.83,-15.83,1.58,1.58,1.58,1.58,1.58,-15.94,-15.94,-15.94,-15.94,-15.94,-15.94,-15.9,-15.9,-15.9,-15.9,-15.9,1.41,1.41,1.41,1.41,1.41,-16.27,-16.27,-16.27,10.83,10.83,10.83,10.83,10.83,10.83,-15.58,-15.58,-15.58,11.09,11.09,11.09,11.09,11.09,11.09,PASSED
105205210245,-16.8,-16.8,-16.8,-16.8,-16.8,-16.8,-17.31,-17.31,-17.31,-17.31,-17.31,1.7,1.7,1.7,1.7,1.7,-16.15,-16.15,-16.15,-16.15,-16.15,-16.15,-16.17,-16.17,-16.17,-16.17,-16.17,1.42,1.42,1.42,1.42,1.42,-17.15,-17.15,-17.15,10.8,10.8,10.62,10.62,10.61,10.61,-15.74,-15.74,-15.74,11.05,11.05,11.05,11.05,11.08,11.08,PASSED
